NAME,DETAILS,TAXONOMY,LATITUDE_MEAN,LONGITUDE_MEAN,LATITUDE,LONGITUDE,PROVINCE,COUNTRY,COLLECTION,Genus,Rank,Infraspecific,Species,Taxon
CN 32429,PGR 3903,Astragalus alopecias Pall.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus alopecias,Astragalus alopecias  
CN 32430,PGR 3904,Astragalus hymenostegis Fisch. & C. A. Mey.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus hymenostegis,Astragalus hymenostegis  
CN 32640,PGR 4182,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 32668,PGR 4214,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 31908,PGR 3245,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 31909,PGR 3246,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 32453,PGR 3935,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 32454,PGR 3936,Astragalus glycyphyllos L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus glycyphyllos,Astragalus glycyphyllos  
CN 31681,PGR 2949,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 31689,PGR 2957,Astragalus glycyphyllos L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus glycyphyllos,Astragalus glycyphyllos  
CN 31695,PGR 2965,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 31699,PGR 2970,Astragalus glycyphyllos L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus glycyphyllos,Astragalus glycyphyllos  
CN 51836,'Oxley',Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 102504,RIB0104,Ribes uva-crispa L.,45.378811,-72.949498,45.26731307,-72.9458074,Quebec,Canada,CCG,Ribes,,,Ribes uva-crispa,Ribes uva-crispa  
CN 108586,'Great Plains',Astragalus canadensis L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus canadensis,Astragalus canadensis  
CN 110541,CN 110541,Astragalus adsurgens Pall.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus adsurgens,Astragalus adsurgens  
CN 108682,LRC95-93-1,Astragalus cicer L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus cicer,Astragalus cicer  
CN 108904,,Astragalus canadensis L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus canadensis,Astragalus canadensis  
CN 110606,CN 110606,Astragalus sinicus L.,,,,,NA,NA,PGRC,Astragalus,,,Astragalus sinicus,Astragalus sinicus  
CN 102505,RIB0105,Ribes uva-crispa L.,45.378811,-72.949498,45.12721103,-73.0013163,Quebec,Canada,CCG,Ribes,,,Ribes uva-crispa,Ribes uva-crispa  
CN 102506,RIB0106,Ribes uva-crispa L.,45.378811,-72.949498,45.60887127,-72.80941544,Quebec,Canada,CCG,Ribes,,,Ribes uva-crispa,Ribes uva-crispa  
CN 102507,RIB0107,Ribes uva-crispa L.,45.378811,-72.949498,45.38436133,-73.24819616,Quebec,Canada,CCG,Ribes,,,Ribes uva-crispa,Ribes uva-crispa  
CN 103523,PRU0204,Prunus domestica L.,45.378811,-72.949498,45.63241577,-72.69786295,Quebec,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 103774,FRA1996,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.32419488,-73.12510187,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 103814,FRA1956,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.58531931,-73.11706556,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 103853,RUB0287,Rubus idaeus L. var. strigosus (Michx.) Maxim.,45.378811,-72.949498,45.04060538,-72.55381905,Quebec,Canada,CCG,Rubus,var.,strigosus,Rubus idaeus,Rubus idaeus var. strigosus
CN 35005,PGR 7122,Rosa spp.,,,,,NA,NA,PGRC,Rosa,,,Rosa spp.,Rosa spp.  
CN 104476,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.29885416,-72.57866164,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 104545,,Rosa spp.,45.378811,-72.949498,45.34982954,-72.53790939,Quebec,Canada,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104733,,Vitis riparia Michx.,45.378811,-72.949498,45.10490293,-72.80718651,Quebec,Canada,CCG,Vitis,,,Vitis riparia,Vitis riparia  
CN 104753,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.61237206,-72.87956847,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 104756,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.41734205,-72.86942353,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 104759,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.53076248,-72.82199257,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 104762,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.55848843,-73.04994103,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 104765,,Fragaria ×ananassa Duchesne ex Rozier,45.378811,-72.949498,45.23433196,-72.80458942,Quebec,Canada,CCG,Fragaria,,,Fragaria ×ananassa,Fragaria ×ananassa  
CN 31284,Dore 00162,Elymus wiegandii Fernald,45.378811,-72.949498,45.29459761,-73.31014031,Quebec,Canada,PGRC,Elymus,,,Elymus wiegandii,Elymus wiegandii  
CN 43366,PAY-1,Leymus arenarius (L.) Hochst.,45.378811,-72.949498,45.12918011,-73.25158628,Quebec,Canada,PGRC,Leymus,,,Leymus arenarius,Leymus arenarius  
CN 52928,PGR 16608,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.35081332,-73.19492758,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52929,C-4,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.23285408,-72.54774477,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52930,C-5,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.54290885,-73.32408451,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52931,C-6,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.55831305,-73.08854725,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52932,C-9,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.55652034,-72.99298189,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52933,C-11,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,45.53658154,-72.74042676,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 52934,W-1,Leymus mollis (Trin.) Pilg.,45.378811,-72.949498,44.96157856,-72.98967871,Quebec,Canada,PGRC,Leymus,,,Leymus mollis,Leymus mollis  
CN 100600,Modran,Linum usitatissimum L.,52.14698,-106.61507,52.16128851,-105.9015231,Saskatchewan,Canada,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 100601,Bulharskij,Linum usitatissimum L.,52.14698,-106.61507,52.71682661,-106.4064174,Saskatchewan,Canada,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 102461,RUB0228,Rubus idaeus L. subsp. idaeus,52.14698,-106.61507,51.7951299,-106.5123933,Saskatchewan,Canada,CCG,Rubus,subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
CN 102562,RIB0162,Ribes nigrum L.,52.14698,-106.61507,52.20014133,-106.3184867,Saskatchewan,Canada,CCG,Ribes,,,Ribes nigrum,Ribes nigrum  
CN 103534,PRU0109,Prunus domestica L.,52.14698,-106.61507,51.83478685,-106.7669173,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 103536,PRU0408,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.12179168,-106.6481364,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 104213,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103538,PRU0350,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.26712465,-106.7531603,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 103540,PRU0193,Prunus domestica L.,52.14698,-106.61507,52.30655772,-106.6813941,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104217,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103541,PRU0194,Prunus domestica L.,52.14698,-106.61507,51.9847204,-106.6925046,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104498,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104499,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104500,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103542,PRU0349,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.69158933,-106.6764124,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 104502,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103543,PRU0195,Prunus domestica L.,52.14698,-106.61507,52.2348138,-106.5639786,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 103545,PRU0343,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.02517,-106.2447817,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 104505,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103546,PRU0197,Prunus domestica L.,52.14698,-106.61507,52.53601254,-106.4685354,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104507,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104508,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104509,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104510,,Rosa spp.,,,,,New York,United States,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104511,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104512,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104514,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103549,PRU0152,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.33063957,-106.7492157,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 103550,PRU0201,Prunus domestica L.,52.14698,-106.61507,52.05865269,-106.9608586,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104518,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104519,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103552,PRU0409,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.35011888,-106.6030993,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 104521,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104522,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104523,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104524,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103556,PRU0344,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.32692545,-106.6486533,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 104526,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104527,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103558,PRU0206,Prunus domestica L.,52.14698,-106.61507,52.53297875,-106.7378097,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104529,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103559,PRU0207,Prunus domestica L.,52.14698,-106.61507,52.16741012,-106.5534289,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104531,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104532,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104533,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104534,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104535,,Rosa spp.,,,,,Northern Ireland,United Kingdom,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104536,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104537,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104538,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104539,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104540,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104541,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104542,,Rosa spp.,,,,,South Carolina,United States,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104543,,Rosa spp.,,,,,California,United States,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 104544,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 103562,PRU0208,Prunus domestica L.,52.14698,-106.61507,52.02174389,-106.6429272,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 104214,,Rosa spp.,,,,,NA,NA,CCG,Rosa,,,Rosa spp.,Rosa spp.  
CN 52938,No. 1534,Hedysarum grandiflorum Pall.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum grandiflorum,Hedysarum grandiflorum  
CN 45991,919G (914),Hedysarum alpinum L.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum alpinum,Hedysarum alpinum  
CN 45992,920E (915),Hedysarum austrosibiricum B. Fedtsch.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum austrosibiricum,Hedysarum austrosibiricum  
CN 110630,CN 110630,Hedysarum fruticosum Pall.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum fruticosum,Hedysarum fruticosum  
CN 110460,CN 110460,Hedysarum alpinum L.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum alpinum,Hedysarum alpinum  
CN 103568,PRU0347,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,51.77974087,-106.6676462,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 103569,PRU0212,Prunus domestica L.,52.14698,-106.61507,52.22672715,-106.069392,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 103573,PRU0345,Prunus ×knudsonii Rosend. & Butters,52.14698,-106.61507,52.09720203,-107.0607927,Saskatchewan,Canada,CCG,Prunus,,,Prunus ×knudsonii,Prunus ×knudsonii  
CN 103669,PRU0411,Prunus domestica L.,52.14698,-106.61507,52.35586985,-106.5101098,Saskatchewan,Canada,CCG,Prunus,,,Prunus domestica,Prunus domestica  
CN 105042,CN 105042,Hedysarum boreale Nutt.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum boreale,Hedysarum boreale  
CN 105045 100,,Hedysarum alpinum L.,,,,,NA,NA,PGRC,Hedysarum,,,Hedysarum alpinum,Hedysarum alpinum  
CN 43960,PGR 17468,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 43961,PGR 17469,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 34986,PGR 7097,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 34987,PGR 7098,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 34988,PGR 7099,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 34989,PGR 7100,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 34990,PGR 7101,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 34991,PGR 7102,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 36145,'Engmo',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 34985,PGR 7096,Phleum spp.,,,,,NA,NA,PGRC,Phleum,,,Phleum spp.,Phleum spp.  
CN 36243,'Salvo',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 35399,'Tuti',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 43103,'Hokuo',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 43104,'Hokushu',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 43105,'Nosappu',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 43106,'Senpoku',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33977,'Richmond',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30433,'Leningradskaja 204',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30434,'Moskovskaja 5',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30435,'Celiabinskaja',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30436,'Gatcinka',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30437,'Kirgizskaja',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30438,'Habarovskaja',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30965,'VIK 9',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 30966,'Jygeva 54',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31923,PGR 3263,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31962,PGR 3310,Phleum arenarium L.,,,,,NA,NA,PGRC,Phleum,,,Phleum arenarium,Phleum arenarium  
CN 31469,PGR 2648,Phleum subulatum (Savi) Asch. & Graebn.,,,,,NA,NA,PGRC,Phleum,,,Phleum subulatum,Phleum subulatum  
CN 31470,PGR 2649,Phleum subulatum (Savi) Asch. & Graebn.,,,,,NA,NA,PGRC,Phleum,,,Phleum subulatum,Phleum subulatum  
CN 32687,No. 168,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32694,'Morsanskaja 1188',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32718,No. 662,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32719,No. 663,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32720,No. 664,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32721,No. 665,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32729,No. 342,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32730,No. 343,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32731,PGR 4285,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32732,No. 345,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32733,No. 346,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32734,No. 347,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32735,No. 348,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32736,No. 349,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32737,No. 350,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32738,No. 351,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32018,PGR 3382,Phleum montanum K. Koch,,,,,NA,NA,PGRC,Phleum,,,Phleum montanum,Phleum montanum  
CN 31765,PGR 3051,Phleum nodosum L.,,,,,NA,NA,PGRC,Phleum,,,Phleum nodosum,Phleum nodosum  
CN 31780,PGR 3069,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32029,PGR 3394,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31509,1/2/2005,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31510,1/6/2008,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31511,1/15/2008,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31512,1-37-2,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31513,1-38-6,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31514,1-89-8,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31515,2/6/2008,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31516,2/12/2007,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31517,2-44-1,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31518,2-56-10,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31519,3/8/2003,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31520,3-79-12,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31546,No. 322,Phleum phleoides (L.) H. Karst.,,,,,NA,NA,PGRC,Phleum,,,Phleum phleoides,Phleum phleoides  
CN 31553,PGR 2790,Phleum nodosum L.,,,,,NA,NA,PGRC,Phleum,,,Phleum nodosum,Phleum nodosum  
CN 31554,No. 174,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32364,No. 322,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32365,No. 323,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32414,No. 835,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 31828,PGR 3132,Phleum arenarium L.,,,,,NA,NA,PGRC,Phleum,,,Phleum arenarium,Phleum arenarium  
CN 33525,'Champ',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33526,'Bounty',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33527,'Drummond',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33528,'Milton',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33529,'Itasca',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33530,'Toro',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33531,'New Evergreen',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33532,'Basho',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33533,'Climax',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33534,'Labelle',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33535,'Timfor',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 33536,'Pronto',Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32838,No. 1894,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32867,No. 213,Phleum phleoides (L.) H. Karst.,,,,,NA,NA,PGRC,Phleum,,,Phleum phleoides,Phleum phleoides  
CN 32868,No. 361,Phleum phleoides (L.) H. Karst.,,,,,NA,NA,PGRC,Phleum,,,Phleum phleoides,Phleum phleoides  
CN 31612,PGR 2861,Phleum bertolonii DC.,,,,,NA,NA,PGRC,Phleum,,,Phleum bertolonii,Phleum bertolonii  
CN 32615,PGR 4154,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
CN 32425,PGR 3899,Phleum pratense L.,,,,,NA,NA,PGRC,Phleum,,,Phleum pratense,Phleum pratense  
