NAME,DETAILS,TAXONOMY,ORIGIN,COLLECTION
CN 101428,'Banga 2',Linum usitatissimum L.,,PGRC
CN 101429,'Blue Chip',Linum usitatissimum L.,,PGRC
CN 101430,'Kastychiai',Linum usitatissimum L.,,PGRC
CN 101431,'Mikael',Linum usitatissimum L.,,PGRC
CN 101432,'Olinette',Linum usitatissimum L.,,PGRC
CN 101433,'Upyte 2',Linum usitatissimum L.,,PGRC
CN 101434,'Vaizhgantas',Linum usitatissimum L.,,PGRC
CN 101435,'Vega 2',Linum usitatissimum L.,,PGRC
CN 101436,'Mikeal',Linum usitatissimum L.,,PGRC
CN 101437,'Opaline',Linum usitatissimum L.,,PGRC
CN 101438,G-4729 Line 3,Linum usitatissimum L.,,PGRC
CN 101439,Currong Line 3,Linum usitatissimum L.,,PGRC
CN 101440,Querandi Line 1,Linum usitatissimum L.,,PGRC
CN 101441,,Linum usitatissimum L.,,PGRC
CN 101442,,Linum usitatissimum L.,,PGRC
CN 101443,,Linum usitatissimum L.,,PGRC
CN 101444,Cili-25C4,Linum usitatissimum L.,,PGRC
CN 101445,,Linum usitatissimum L.,,PGRC
CN 101446,,Linum usitatissimum L.,,PGRC
CN 101447,Sel. Of CIli-329 (C6),Linum usitatissimum L.,,PGRC
CN 101448,,Linum usitatissimum L.,,PGRC
CN 101449,,Linum usitatissimum L.,,PGRC
CN 101450,,Linum usitatissimum L.,,PGRC
CN 101451,,Linum usitatissimum L.,,PGRC
CN 101452,,Linum usitatissimum L.,,PGRC
CN 101453,,Linum usitatissimum L.,,PGRC
CN 101454,Cili-684C4,Linum usitatissimum L.,,PGRC
CN 101455,,Linum usitatissimum L.,Canada,PGRC
CN 101456,,Linum usitatissimum L.,,PGRC
CN 101457,,Linum usitatissimum L.,,PGRC
CN 101458,,Linum usitatissimum L.,,PGRC
CN 101459,,Linum usitatissimum L.,,PGRC
CN 101460,,Linum usitatissimum L.,,PGRC
CN 101461,Cili-1020C4,Linum usitatissimum L.,,PGRC
CN 101462,,Linum usitatissimum L.,,PGRC
CN 101463,Cili-1220C4,Linum usitatissimum L.,,PGRC
CN 101464,,Linum usitatissimum L.,,PGRC
CN 101465,,Linum usitatissimum L.,,PGRC
CN 101466,Cili-1472C4,Linum usitatissimum L.,,PGRC
CN 101467,,Linum usitatissimum L.,,PGRC
CN 101468,,Linum usitatissimum L.,,PGRC
CN 101469,Cili-1484C4,Linum usitatissimum L.,,PGRC
CN 101470,,Linum usitatissimum L.,,PGRC
CN 101471,,Linum usitatissimum L.,,PGRC
CN 101472,Cili-1493C4,Linum usitatissimum L.,,PGRC
CN 101473,,Linum usitatissimum L.,,PGRC
CN 101474,,Linum usitatissimum L.,,PGRC
CN 101475,,Linum usitatissimum L.,,PGRC
CN 101476,,Linum usitatissimum L.,,PGRC
CN 101477,,Linum usitatissimum L.,,PGRC
CN 101478,,Linum usitatissimum L.,,PGRC
CN 101479,,Linum usitatissimum L.,,PGRC
CN 101480,,Linum usitatissimum L.,,PGRC
CN 101481,,Linum usitatissimum L.,,PGRC
CN 101482,Cili-1676C4,Linum usitatissimum L.,,PGRC
CN 101483,,Linum usitatissimum L.,,PGRC
CN 101484,,Linum usitatissimum L.,,PGRC
CN 101485,Cili-1760C4,Linum usitatissimum L.,,PGRC
CN 101486,,Linum usitatissimum L.,,PGRC
CN 101487,,Linum usitatissimum L.,Canada,PGRC
CN 101488,Cili-1775,Linum usitatissimum L.,,PGRC
CN 101489,,Linum usitatissimum L.,,PGRC
CN 101490,,Linum usitatissimum L.,,PGRC
CN 101491,,Linum usitatissimum L.,,PGRC
CN 101492,,Linum usitatissimum L.,,PGRC
CN 101493,,Linum usitatissimum L.,,PGRC
CN 101494,,Linum usitatissimum L.,,PGRC
CN 101495,Sel. Of CIli-1856 (SS),Linum usitatissimum L.,,PGRC
CN 101496,Sel. Of CIli-1856 (LS),Linum usitatissimum L.,,PGRC
CN 101497,CIli-1856C4,Linum usitatissimum L.,,PGRC
CN 101498,,Linum usitatissimum L.,,PGRC
CN 101499,,Linum usitatissimum L.,,PGRC
CN 101500,,Linum usitatissimum L.,,PGRC
CN 101501,,Linum usitatissimum L.,,PGRC
CN 101502,Sel. Of CIli-1891 (LS),Linum usitatissimum L.,,PGRC
CN 101503,Sel. Of CIli-1895 (C4),Linum usitatissimum L.,,PGRC
CN 101504,Cili-1921C4,Linum usitatissimum L.,,PGRC
CN 101505,,Linum usitatissimum L.,,PGRC
CN 101506,,Linum usitatissimum L.,,PGRC
CN 101507,,Linum usitatissimum L.,,PGRC
CN 101508,,Linum usitatissimum L.,,PGRC
CN 101509,,Linum usitatissimum L.,,PGRC
CN 101510,,Linum usitatissimum L.,,PGRC
CN 101511,,Linum usitatissimum L.,,PGRC
CN 101512,,Linum usitatissimum L.,,PGRC
CN 101513,,Linum usitatissimum L.,,PGRC
CN 101514,,Linum usitatissimum L.,,PGRC
CN 101515,,Linum usitatissimum L.,,PGRC
CN 101516,,Linum usitatissimum L.,,PGRC
CN 101517,Cili-1993C4,Linum usitatissimum L.,,PGRC
CN 101518,,Linum usitatissimum L.,,PGRC
CN 101519,,Linum usitatissimum L.,,PGRC
CN 101520,,Linum usitatissimum L.,,PGRC
CN 101521,,Linum usitatissimum L.,,PGRC
CN 101522,,Linum usitatissimum L.,,PGRC
CN 101523,,Linum usitatissimum L.,,PGRC
CN 101524,Sel. Of CIli-2031 (C4),Linum usitatissimum L.,,PGRC
CN 101525,,Linum usitatissimum L.,,PGRC
CN 101526,,Linum usitatissimum L.,,PGRC
CN 101527,,Linum usitatissimum L.,,PGRC
CN 101528,,Linum usitatissimum L.,,PGRC
CN 101529,,Linum usitatissimum L.,,PGRC
CN 101530,,Linum usitatissimum L.,,PGRC
CN 101531,,Linum usitatissimum L.,,PGRC
CN 101532,Cili-2082C4,Linum usitatissimum L.,,PGRC
CN 101533,,Linum usitatissimum L.,,PGRC
CN 101534,,Linum usitatissimum L.,,PGRC
CN 101535,,Linum usitatissimum L.,,PGRC
CN 101536,,Linum usitatissimum L.,,PGRC
CN 101537,Cili-2090CC4,Linum usitatissimum L.,,PGRC
CN 101538,Cili-2144C4,Linum usitatissimum L.,,PGRC
CN 101539,,Linum usitatissimum L.,,PGRC
CN 101540,Cili-2156C4,Linum usitatissimum L.,,PGRC
CN 101541,,Linum usitatissimum L.,,PGRC
CN 101542,,Linum usitatissimum L.,,PGRC
CN 101543,,Linum usitatissimum L.,,PGRC
CN 101544,,Linum usitatissimum L.,,PGRC
CN 101545,,Linum usitatissimum L.,,PGRC
CN 101546,,Linum usitatissimum L.,,PGRC
CN 101547,,Linum usitatissimum L.,,PGRC
CN 101548,Cili-2214C4,Linum usitatissimum L.,,PGRC
CN 101549,,Linum usitatissimum L.,,PGRC
CN 101550,,Linum usitatissimum L.,,PGRC
CN 101551,,Linum usitatissimum L.,,PGRC
CN 101552,,Linum usitatissimum L.,,PGRC
CN 101553,,Linum usitatissimum L.,,PGRC
CN 101554,,Linum usitatissimum L.,,PGRC
CN 101555,,Linum usitatissimum L.,,PGRC
CN 101556,Cili-2269C4,Linum usitatissimum L.,,PGRC
CN 101557,,Linum usitatissimum L.,,PGRC
CN 101558,,Linum usitatissimum L.,,PGRC
CN 101559,Cili-2283C4,Linum usitatissimum L.,,PGRC
CN 101560,Sel. Of CIli-2289 (C2),Linum usitatissimum L.,,PGRC
CN 101561,Sel. Of CIli-2283 (C2),Linum usitatissimum L.,,PGRC
CN 101562,Cili-2384C4,Linum usitatissimum L.,,PGRC
CN 101563,,Linum usitatissimum L.,,PGRC
CN 101564,,Linum usitatissimum L.,,PGRC
CN 101565,,Linum usitatissimum L.,,PGRC
CN 101566,Sel. Of CIli-2424 (C4),Linum usitatissimum L.,,PGRC
CN 101567,,Linum usitatissimum L.,,PGRC
CN 101568,,Linum usitatissimum L.,,PGRC
CN 101569,,Linum usitatissimum L.,,PGRC
CN 101570,Cili-2495C5,Linum usitatissimum L.,,PGRC
CN 101571,Cili-2519C4,Linum usitatissimum L.,,PGRC
CN 101572,Cili-2560C4,Linum usitatissimum L.,,PGRC
CN 101573,Cili-2582C6,Linum usitatissimum L.,,PGRC
CN 101574,,Linum usitatissimum L.,,PGRC
CN 101575,,Linum usitatissimum L.,,PGRC
CN 101576,,Linum usitatissimum L.,,PGRC
CN 101577,,Linum usitatissimum L.,,PGRC
CN 101578,,Linum usitatissimum L.,,PGRC
CN 101579,Cili-2610C4,Linum usitatissimum L.,,PGRC
CN 101580,Cili-2611C4,Linum usitatissimum L.,,PGRC
CN 101581,,Linum usitatissimum L.,,PGRC
CN 101582,Cili-2625C4,Linum usitatissimum L.,,PGRC
CN 101583,Sel. of CIli- 2630(C4),Linum usitatissimum L.,,PGRC
CN 101584,,Linum usitatissimum L.,,PGRC
CN 101585,,Linum usitatissimum L.,,PGRC
CN 101586,,Linum usitatissimum L.,,PGRC
CN 101587,Sel. Of CIli-2648 (C4),Linum usitatissimum L.,,PGRC
CN 101588,,Linum usitatissimum L.,,PGRC
CN 101589,Cili-2661C4,Linum usitatissimum L.,,PGRC
CN 101590,,Linum usitatissimum L.,,PGRC
CN 101591,,Linum usitatissimum L.,,PGRC
CN 101592,,Linum usitatissimum L.,,PGRC
CN 101593,,Linum usitatissimum L.,,PGRC
CN 101594,Cili-2699C4,Linum usitatissimum L.,,PGRC
CN 101595,,Linum usitatissimum L.,,PGRC
CN 101596,,Linum usitatissimum L.,,PGRC
CN 101597,CIli 2733,Linum usitatissimum L.,,PGRC
CN 101598,Cili-2734C4,Linum usitatissimum L.,,PGRC
CN 101599,,Linum usitatissimum L.,,PGRC
CN 101600,,Linum usitatissimum L.,,PGRC
CN 101601,,Linum usitatissimum L.,,PGRC
CN 101602,,Linum usitatissimum L.,,PGRC
CN 101603,Cili-2763C6,Linum usitatissimum L.,,PGRC
CN 101604,,Linum usitatissimum L.,,PGRC
CN 101605,,Linum usitatissimum L.,,PGRC
CN 101606,Sel. Of CIli-2767 (C2),Linum usitatissimum L.,,PGRC
CN 101607,Sel. of PGR-4044 (short),Linum usitatissimum L.,,PGRC
CN 101608,Sel. of PGR-4044 (tall),Linum usitatissimum L.,,PGRC
CN 101609,Sel. Of PGR-8232 (C4),Linum usitatissimum L.,,PGRC
CN 101610,Sel. of VIR-2404 (Sterility),Linum usitatissimum L.,,PGRC
CN 101611,Sel. of VIR-6173 (C4),Linum usitatissimum L.,,PGRC
CN 101612,Sel. of LIN-144 (C5),Linum usitatissimum L.,,PGRC
CN 101613,'Kunduz',Linum usitatissimum L.,,PGRC
CN 101614,'Signal',Linum usitatissimum L.,,PGRC
CN 107254,706,Linum narbonense L.,,PGRC
CN 107255,,Linum austriacum L.,,PGRC
CN 107256,1800,Linum perenne L.,,PGRC
CN 107257,1008,Linum bienne Mill.,,PGRC
CN 107258,1010,Linum bienne Mill.,,PGRC
CN 107259,RCAT062130,Linum grandiflorum Desf.,,PGRC
CN 107260,RCAT062353,Linum grandiflorum Desf.,,PGRC
CN 107261,1568-E6056-0014,Linum austriacum L.,,PGRC
CN 107262,426,Linum corymbulosum Rchb.,,PGRC
CN 107263,0-2591,Linum grandiflorum Desf.,,PGRC
CN 107264,1100,Linum narbonense L.,,PGRC
CN 107265,995,Linum narbonense L.,,PGRC
CN 107266,83-5051,Linum lewisii Pursh,,PGRC
CN 107267,857,Linum austriacum L.,,PGRC
CN 107268,858,Linum austriacum L.,,PGRC
CN 107269,822,Linum tenuifolium L.,,PGRC
CN 107270,821,Linum perenne L.,,PGRC
CN 107271,1649/82,Linum hirsutum L.,,PGRC
CN 107272,LIN 1653,Linum flavum L.,,PGRC
CN 107273,1646/82,Linum pallescens Bunge,,PGRC
CN 107274,1655/93,Linum stelleroides Planch.,,PGRC
CN 107275,1604/82,Linum tauricum Willd.,,PGRC
CN 107276,191,Linum perenne L. subsp. alpinum (Jacq.) Stoj. & Stef.,,PGRC
CN 107277,95-03,Linum strictum L.,,PGRC
CN 107278,88-63,Linum strictum L.,,PGRC
CN 107279,PI 263511,Linum lewisii Pursh,,PGRC
CN 107280,PI 522296,Linum flavum L.,,PGRC
CN 107281,PI 545704,Linum flavum L.,,PGRC
CN 107282,No. 353,Linum perenne L.,Unknown,PGRC
CN 107283,156,Linum perenne L.,Hungary,PGRC
CN 107284,,Linum lewisii Pursh,"Alberta, Canada",PGRC
CN 107285,Selection of 55-308-2,Linum capitatum Kit. ex Schult.,,PGRC
CN 107286,VNIIL-6315,Linum altaicum Ledeb. ex Juz.,,PGRC
CN 107287,292,Linum grandiflorum Desf.,,PGRC
CN 107288,491,Linum austriacum L.,,PGRC
CN 107289,492,Linum flavum L.,,PGRC
CN 107290,,Linum spp.,,PGRC
CN 107291,,Linum lewisii Pursh,,PGRC
CN 107292,,Linum lewisii Pursh,,PGRC
CN 107293,'Lin11',Linum bienne Mill.,,PGRC
CN 107294,VNIIL-5495,Linum austriacum L. subsp. euxinum (Juz.) Ockendon,,PGRC
CN 107295,GRC-2000-35c,Linum bienne Mill.,Greece,PGRC
CN 107296,GRC-2000-51a,Linum bienne Mill.,Greece,PGRC
CN 107297,GRC-2000-55f,Linum bienne Mill.,Greece,PGRC
CN 107298,GRC-2000-86a,Linum bienne Mill.,Greece,PGRC
CN 107299,GRC2000-60c,Linum spp.,Greece,PGRC
CN 107300,,Linum lewisii Pursh,,PGRC
CN 107301,Selection of 55-308-2,Linum capitatum Kit. ex Schult.,,PGRC
CN 107339,'AC Lightning',Linum usitatissimum L.,,PGRC
CN 111361,Pink Flowers (Fld 3247),Linum usitatissimum L.,,PGRC
CN 111362,GRC-2000-34,Linum bienne Mill.,"Aegean Islands, Greece",PGRC
CN 111379,SP2100,Linum usitatissimum L.,,PGRC
CN 111387,,Linum rigidum Pursh,"Saskatchewan, Canada",PGRC
CN 113300,,Linum usitatissimum L.,,PGRC
CN 113301,,Linum usitatissimum L.,,PGRC
CN 113302,,Linum usitatissimum L.,,PGRC
CN 113303,,Linum usitatissimum L.,,PGRC
CN 113304,,Linum usitatissimum L.,,PGRC
CN 113305,,Linum usitatissimum L.,,PGRC
CN 113306,,Linum usitatissimum L.,,PGRC
CN 113307,,Linum usitatissimum L.,,PGRC
CN 113308,,Linum usitatissimum L.,,PGRC
CN 113309,,Linum usitatissimum L.,,PGRC
CN 113310,,Linum usitatissimum L.,,PGRC
CN 113311,,Linum usitatissimum L.,,PGRC
CN 113312,,Linum usitatissimum L.,,PGRC
CN 113313,,Linum usitatissimum L.,,PGRC
CN 113314,,Linum usitatissimum L.,,PGRC
CN 113315,,Linum usitatissimum L.,,PGRC
CN 113316,,Linum usitatissimum L.,,PGRC
CN 113317,,Linum usitatissimum L.,,PGRC
CN 113318,,Linum usitatissimum L.,,PGRC
CN 113319,,Linum usitatissimum L.,,PGRC
CN 113320,,Linum usitatissimum L.,,PGRC
CN 113321,,Linum usitatissimum L.,,PGRC
CN 113322,,Linum usitatissimum L.,,PGRC
CN 113323,,Linum usitatissimum L.,,PGRC
CN 113324,,Linum usitatissimum L.,,PGRC
CN 113325,,Linum usitatissimum L.,,PGRC
CN 113326,,Linum usitatissimum L.,,PGRC
CN 113327,,Linum usitatissimum L.,,PGRC
CN 113328,,Linum usitatissimum L.,,PGRC
CN 113329,,Linum usitatissimum L.,,PGRC
CN 113330,,Linum usitatissimum L.,,PGRC
CN 113331,,Linum usitatissimum L.,,PGRC
CN 113332,,Linum usitatissimum L.,,PGRC
CN 113333,,Linum usitatissimum L.,,PGRC
CN 113334,,Linum usitatissimum L.,,PGRC
CN 113335,,Linum usitatissimum L.,,PGRC
CN 113336,,Linum usitatissimum L.,,PGRC
CN 113337,,Linum usitatissimum L.,,PGRC
CN 113338,,Linum usitatissimum L.,,PGRC
CN 113339,,Linum usitatissimum L.,,PGRC
CN 113340,,Linum usitatissimum L.,,PGRC
CN 113341,,Linum usitatissimum L.,,PGRC
CN 113342,,Linum usitatissimum L.,,PGRC
CN 113343,,Linum usitatissimum L.,,PGRC
CN 113344,,Linum usitatissimum L.,,PGRC
CN 113345,,Linum usitatissimum L.,,PGRC
CN 113346,,Linum usitatissimum L.,,PGRC
CN 113347,,Linum usitatissimum L.,,PGRC
CN 113348,,Linum usitatissimum L.,,PGRC
CN 113349,,Linum usitatissimum L.,,PGRC
CN 113350,,Linum usitatissimum L.,,PGRC
CN 113351,,Linum usitatissimum L.,,PGRC
CN 113352,,Linum usitatissimum L.,,PGRC
CN 113353,,Linum usitatissimum L.,,PGRC
CN 113354,,Linum usitatissimum L.,,PGRC
CN 113355,,Linum usitatissimum L.,,PGRC
CN 113356,,Linum usitatissimum L.,,PGRC
CN 113357,,Linum usitatissimum L.,,PGRC
CN 113358,,Linum usitatissimum L.,,PGRC
CN 113359,,Linum usitatissimum L.,,PGRC
CN 113360,,Linum usitatissimum L.,,PGRC
CN 113361,,Linum usitatissimum L.,,PGRC
CN 113362,,Linum usitatissimum L.,,PGRC
CN 113363,,Linum usitatissimum L.,,PGRC
CN 113364,,Linum usitatissimum L.,,PGRC
CN 113365,,Linum usitatissimum L.,,PGRC
CN 113366,,Linum usitatissimum L.,,PGRC
CN 113367,,Linum usitatissimum L.,,PGRC
CN 113368,,Linum usitatissimum L.,,PGRC
CN 113369,,Linum usitatissimum L.,,PGRC
CN 113370,,Linum usitatissimum L.,,PGRC
CN 113371,,Linum usitatissimum L.,,PGRC
CN 113372,,Linum usitatissimum L.,,PGRC
CN 113373,,Linum usitatissimum L.,,PGRC
CN 113374,,Linum usitatissimum L.,,PGRC
CN 113375,,Linum usitatissimum L.,,PGRC
CN 113376,,Linum usitatissimum L.,,PGRC
CN 113377,,Linum usitatissimum L.,,PGRC
CN 113378,,Linum usitatissimum L.,,PGRC
CN 113379,,Linum usitatissimum L.,,PGRC
CN 113380,'Shuang Ya 1',Linum usitatissimum L.,,PGRC
CN 113381,'Shuang Ya 3',Linum usitatissimum L.,,PGRC
CN 113382,'Shuang Ya 5',Linum usitatissimum L.,,PGRC
CN 113383,'Shuang Ya 6',Linum usitatissimum L.,,PGRC
CN 113384,'Shuang Ya 7',Linum usitatissimum L.,,PGRC
CN 113385,'Shuang Ya 8',Linum usitatissimum L.,,PGRC
CN 113386,'Hei Ya 3',Linum usitatissimum L.,,PGRC
CN 113387,'Hei Ya 4',Linum usitatissimum L.,,PGRC
CN 113388,'Hei Ya 5',Linum usitatissimum L.,,PGRC
CN 113389,'Hei Ya 6',Linum usitatissimum L.,,PGRC
CN 113390,'Hei Ya 7',Linum usitatissimum L.,,PGRC
CN 113391,'Hei Ya 8',Linum usitatissimum L.,,PGRC
CN 113392,'Hei Ya 9',Linum usitatissimum L.,,PGRC
CN 113393,'Hei Ya 10',Linum usitatissimum L.,,PGRC
CN 113394,'Hei Ya 11',Linum usitatissimum L.,,PGRC
CN 113395,'Hei Ya 12',Linum usitatissimum L.,,PGRC
CN 113396,'Hei Ya 13',Linum usitatissimum L.,,PGRC
CN 113397,'Heiya 14',Linum usitatissimum L.,,PGRC
CN 113398,,Linum usitatissimum L.,,PGRC
CN 113399,7-155,Linum usitatissimum L.,,PGRC
CN 113601,No. 1,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113602,No. 2,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113603,No. 3,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113604,No. 4,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113605,No. 5,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113606,No. 6,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113607,No. 7,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113608,No. 8,Linum bienne Mill.,"Samsun, Turkey",PGRC
CN 113609,No. 9,Linum austriacum L.,"Ankara, Turkey",PGRC
CN 113610,No. 10,Linum bienne Mill.,"Eski?ehir, Turkey",PGRC
CN 113611,No. 11,Linum usitatissimum L.,"?zmir, Turkey",PGRC
CN 113612,No. 12,Linum usitatissimum L.,"?zmir, Turkey",PGRC
CN 113613,No. 13,Linum usitatissimum L.,"?zmir, Turkey",PGRC
CN 113614,No. 14,Linum usitatissimum L.,"?zmir, Turkey",PGRC
CN 113615,No. 15,Linum usitatissimum L.,"?zmir, Turkey",PGRC
CN 113616,No. 16,Linum bienne Mill.,"?zmir, Turkey",PGRC
CN 113617,No. 17,Linum bienne Mill.,"?zmir, Turkey",PGRC
CN 113618,No. 18,Linum bienne Mill.,"Ayd?n, Turkey",PGRC
CN 113619,No. 19,Linum bienne Mill.,"Mu?la, Turkey",PGRC
CN 113620,No. 20,Linum bienne Mill.,"Mu?la, Turkey",PGRC
CN 113621,No. 21,Linum bienne Mill.,"Mu?la, Turkey",PGRC
CN 113622,No. 22,Linum bienne Mill.,"Antalya, Turkey",PGRC
CN 113623,No. 23,Linum bienne Mill.,"Antalya, Turkey",PGRC
CN 113624,No. 24,Linum virgultorum Boiss. & Heldr. ex Planch.,"Antalya, Turkey",PGRC
CN 113625,No. 25,Linum virgultorum Boiss. & Heldr. ex Planch.,"Antalya, Turkey",PGRC
CN 113626,No. 26,Linum bienne Mill.,"Sinop, Turkey",PGRC
CN 113627,No. 27,Linum bienne Mill.,"Sinop, Turkey",PGRC
CN 113628,No. 28,Linum bienne Mill.,"Zonguldak, Turkey",PGRC
CN 113629,No. 30,Linum bienne Mill.,"Kastamonu, Turkey",PGRC
CN 113630,No. 31,Linum bienne Mill.,"Kastamonu, Turkey",PGRC
CN 113631,No. 32,Linum bienne Mill.,"Zonguldak, Turkey",PGRC
CN 113632,No. 33,Linum bienne Mill.,"Zonguldak, Turkey",PGRC
CN 113633,No. 34,Linum bienne Mill.,"Zonguldak, Turkey",PGRC
CN 113634,No. 35,Linum bienne Mill.,"Bolu, Turkey",PGRC
CN 113635,No. 36,Linum bienne Mill.,"Bolu, Turkey",PGRC
CN 113636,No. 37,Linum bienne Mill.,"Bilecik, Turkey",PGRC
CN 113637,No. 38,Linum bienne Mill.,"Bursa, Turkey",PGRC
CN 113638,No. 39,Linum bienne Mill.,"Çanakkale, Turkey",PGRC
CN 113639,No. 40,Linum bienne Mill.,"Edirne, Turkey",PGRC
CN 113640,No. 41,Linum bienne Mill.,"?stanbul, Turkey",PGRC
CN 113641,No. 42,Linum bienne Mill.,"Çanakkale, Turkey",PGRC
CN 113642,No. 43,Linum bienne Mill.,"Trabzon, Turkey",PGRC
CN 113643,'Sari-85',Linum usitatissimum L.,"Trabzon, Turkey",PGRC
CN 18970,'CG107',Linum usitatissimum L.,,PGRC
CN 18973,'AC Watson',Linum usitatissimum L.,,PGRC
CN 18974,'CDC Bethune',Linum usitatissimum L.,,PGRC
CN 18975,'AC Carnduff',Linum usitatissimum L.,,PGRC
CN 18976,'CDC Arras',Linum usitatissimum L.,,PGRC
CN 18977,'Andro',Linum usitatissimum L.,,PGRC
CN 18978,'Liflora',Linum usitatissimum L.,,PGRC
CN 18979,,Linum usitatissimum L.,,PGRC
CN 18980,'Somme',Linum usitatissimum L.,,PGRC
CN 18981,'CDC Valour',Linum usitatissimum L.,,PGRC
CN 18982,'Evelin',Linum usitatissimum L.,,PGRC
CN 18983,'Laura',Linum usitatissimum L.,,PGRC
CN 18984,'Regina',Linum usitatissimum L.,,PGRC
CN 18985,'Hera',Linum usitatissimum L.,,PGRC
CN 18986,'Hermes',Linum usitatissimum L.,,PGRC
CN 18987,'Viking',Linum usitatissimum L.,,PGRC
CN 18988,'Ariane',Linum usitatissimum L.,,PGRC
CN 18989,'Atalante',Linum usitatissimum L.,,PGRC
CN 18990,'Texa',Linum usitatissimum L.,,PGRC
CN 18991,'Nike',Linum usitatissimum L.,,PGRC
CN 18992,'Barbara',Linum usitatissimum L.,,PGRC
CN 18993,'Linda',Linum usitatissimum L.,,PGRC
CN 18994,'Verne',Linum usitatissimum L.,,PGRC
CN 18995,'Alexim',Linum usitatissimum L.,,PGRC
CN 18996,'Ocean',Linum usitatissimum L.,,PGRC
CN 18997,'Raisa',Linum usitatissimum L.,,PGRC
CN 18998,'Escalina',Linum usitatissimum L.,,PGRC
CN 18999,'Elise',Linum usitatissimum L.,,PGRC
CN 19000,'Natasja(EU)',Linum usitatissimum L.,,PGRC
CN 19001,'Marina',Linum usitatissimum L.,,PGRC
CN 19002,'Omega',Linum usitatissimum L.,,PGRC
CN 19003,'AC McDuff',Linum usitatissimum L.,,PGRC
CN 19004,'AC Emerson',Linum usitatissimum L.,,PGRC
CN 19005,'AC Linora',Linum usitatissimum L.,,PGRC
CN 19006,TMP-1424,Linum usitatissimum L.,,PGRC
CN 19007,TMP-1440,Linum usitatissimum L.,,PGRC
CN 19008,TMP-1463,Linum usitatissimum L.,,PGRC
CN 19009,'Mestnyi',Linum usitatissimum L.,,PGRC
CN 19010,'Mestnyi',Linum usitatissimum L.,,PGRC
CN 19011,'Mestnyi',Linum usitatissimum L.,,PGRC
CN 19012,TMP-2107,Linum usitatissimum L.,,PGRC
CN 19013,TMP-2108,Linum usitatissimum L.,,PGRC
CN 19014,TMP-2674,Linum usitatissimum L.,,PGRC
CN 19015,TMP-2927,Linum usitatissimum L.,,PGRC
CN 19016,'CDC Triffid',Linum usitatissimum L.,,PGRC
CN 19017,'CDC Normandy',Linum usitatissimum L.,,PGRC
CN 19019,TMP-2173,Linum usitatissimum L.,,PGRC
CN 19020,TMP-2909,Linum usitatissimum L.,,PGRC
CN 19021,1009,Linum bienne Mill.,,PGRC
CN 19022,94-181,Linum bienne Mill.,,PGRC
CN 19023,PI 254371,Linum bienne Mill.,,PGRC
CN 19024,'Himmelszelt',Linum perenne L.,,PGRC
CN 19025,TMP-1199,Linum perenne L.,,PGRC
CN 19026,3492,Linum grandiflorum Desf.,,PGRC
CN 19027,,Linum grandiflorum Desf.,,PGRC
CN 19028,TMP-1407,Linum decumbens Desf.,,PGRC
CN 19030,'LIN-1672',Linum leonii F. W. Schultz,,PGRC
CN 19072,,Linum usitatissimum L.,,PGRC
CN 19073,,Linum usitatissimum L.,,PGRC
CN 19074,TMP-8425,Linum usitatissimum L.,,PGRC
CN 19075,,Linum usitatissimum L.,,PGRC
CN 19076,,Linum usitatissimum L.,,PGRC
CN 19158,'Ottawa 770B',Linum usitatissimum L.,,PGRC
CN 19159,'Diadem',Linum usitatissimum L.,,PGRC
CN 19160,'Bolley Golden',Linum usitatissimum L.,,PGRC
CN 19179,1430,Linum perenne L.,,PGRC
CN 19180,468,Linum flavum L.,,PGRC
CN 19181,1099,Linum flavum L.,,PGRC
CN 19182,'LIN-1654',Linum altaicum Ledeb. ex Juz.,,PGRC
CN 19183,'LIN-1760',Linum campanulatum L.,,PGRC
CN 19184,'LIN-1652',Linum elegans Spruner ex Boiss.,,PGRC
CN 19185,LIN-1648,Linum lewisii Pursh,,PGRC
CN 19186,TMP-1516,Linum lewisii Pursh,"Saskatchewan, Canada",PGRC
CN 29424,'Avangard',Linum usitatissimum L.,,PGRC
CN 29425,'Vniimk5237',Linum usitatissimum L.,,PGRC
CN 29426,'Kirovogradskij 2',Linum usitatissimum L.,,PGRC
CN 29427,'Wir-1650',Linum usitatissimum L.,,PGRC
CN 29473,'Voronezskij 1308',Linum usitatissimum L.,,PGRC
CN 30841,'noname',Linum usitatissimum L.,,PGRC
CN 30842,'noname',Linum usitatissimum L.,,PGRC
CN 30843,'noname',Linum usitatissimum L.,,PGRC
CN 30844,'noname',Linum usitatissimum L.,,PGRC
CN 30845,'noname',Linum usitatissimum L.,,PGRC
CN 30846,'noname',Linum usitatissimum L.,,PGRC
CN 30847,'noname',Linum usitatissimum L.,,PGRC
CN 30848,'noname',Linum usitatissimum L.,,PGRC
