TAXON,GENUS,SPECIES,RANK,verbatimScientificName,INFRASPECIFIC,PROVINCE
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia,alnifolia,British Columbia
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,Amelanchier florida Lindl. var. cusickii (Fernald) B. Boivin,cusickii,British Columbia
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,Alnus incana (L.) Moench subsp. tenuifolia (Nutt.) Breitung,tenuifolia,Alberta
Acer saccharum,Acer,Acer saccharum,,Acer saccharum Marshall,,British Columbia
Allium geyeri var. tenerum,Allium,Allium geyeri,var.,Allium geyeri S. Watson var. tenerum M.E. Jones,tenerum,British Columbia
Amelanchier alnifolia var. humptulipensis,Amelanchier,Amelanchier alnifolia,var.,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. humptulipensis (G.N. Jones) C.L. Hitchc.,humptulipensis,British Columbia
Acer negundo,Acer,Acer negundo,,Acer negundo L.,,Northwest Territories
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,Alnus viridis (Vill.) DC. subsp. intermediate between subsp. fruticosa (Rupr.) Nyman and subsp. sinuata (Regel) Love & Love,sinuata,Saskatchewan
Acer glabrum var. douglasii,Acer,Acer glabrum,var.,Acer glabrum Torr. var. douglasii (Hook.) Dippel,douglasii,Alberta
Agrostis mertensii,Agrostis,Agrostis mertensii,,Agrostis borealis,,Northwest Territories
Agrostis exarata,Agrostis,Agrostis exarata,,Agrostis exarata,,Northwest Territories
Acer saccharinum,Acer,Acer saccharinum,,Acer saccharinum,,Alberta
Agrostis mertensii,Agrostis,Agrostis mertensii,,Agrostis mertensii Trin.,,Manitoba
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,Amelanchier intermedia Spach,,Quebec
Agrostis mertensii,Agrostis,Agrostis mertensii,,Agrostis mertensii Trin.,,British Columbia
Abies balsamea,Abies,Abies balsamea,,Abies balsamea (L.) Mill.,,British Columbia
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,Alnus viridis (Chaix) DC. ssp. crispa (Ait.)Turrill,crispa,British Columbia
Acmispon americanus var. americanus,Acmispon,Acmispon americanus,var.,Acmispon americanus (Nuttall) Rydberg var. americanus,americanus,British Columbia
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,Amaranthus rudis Sauer,,British Columbia
Agrostis hyemalis,Agrostis,Agrostis hyemalis,,Agrostis geminata Trin.,,British Columbia
Agrostis hyemalis,Agrostis,Agrostis hyemalis,,Agrostis geminata Trin.,,Quebec
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,Alnus viridis subsp. crispa (Aiton) Turrill,crispa,Yukon
Acer spicatum,Acer,Acer spicatum,,Acer spicatum Lam.,,British Columbia
Acer macrophyllum,Acer,Acer macrophyllum,,Acer macrophyllum Pursh,,Newfoundland and Labrador
Agrostis perennans,Agrostis,Agrostis perennans,,Agrostis perennans (Walter) Tuck.,,British Columbia
Acer glabrum var. douglasii,Acer,Acer glabrum,var.,Acer glabrum var. douglasii (Hook.) Dippel,douglasii,Newfoundland and Labrador
Agrostis perennans,Agrostis,Agrostis perennans,,Agrostis perennans (Walter) Tuck.,,Prince Edward Island
Abies lasiocarpa,Abies,Abies lasiocarpa,,Abies lasiocarpa (Hook.) Nutt.,,Northwest Territories
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,Amaranthus retroflexus,,Prince Edward Island
Acer rubrum var. trilobum,Acer,Acer rubrum,var.,Acer rubrum var. triolbum L.,trilobum,Ontario
Acmispon americanus,Acmispon,Acmispon americanus,,Acmispon americanus,,Manitoba
Amelanchier spicata,Amelanchier,Amelanchier spicata,,Amelanchier spicata (Lam.) K. Koch,,Nova Scotia
Agastache foeniculum,Agastache,Agastache foeniculum,,Agastache foeniculum (Pursh) Kuntze,,New Brunswick
Agrostis perennans,Agrostis,Agrostis perennans,,Agrostis perennans (Walter) Tuck.,,Nova Scotia
Acer rubrum var. rubrum,Acer,Acer rubrum,var.,Acer rubrum var. rubrum L.,rubrum,Nova Scotia
Acer rubrum var. rubrum,Acer,Acer rubrum,var.,Acer rubrum var. rubrum L.,rubrum,New Brunswick
Amaranthus albus,Amaranthus,Amaranthus albus,,Amaranthus albus L.,,New Brunswick
Amelanchier interior,Amelanchier,Amelanchier interior,,Amelanchier interior E.L. Nielsen,,Prince Edward Island
Amelanchier laevis,Amelanchier,Amelanchier laevis,,Amelanchier laevis Wiegand,,Prince Edward Island
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,Amelanchier intermedia Spach,,Prince Edward Island
Alnus alnobetula,Alnus,Alnus alnobetula,,Alnus alnobetula,,Nunavut
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,Alnus incana subsp. rugosa,rugosa,Northwest Territories
Agrostis perennans,Agrostis,Agrostis perennans,,Agrostis perennans,,New Brunswick
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,Amelanchier alnifolia var. alnifolia,alnifolia,Ontario
Arnica cordifolia,Arnica,Arnica cordifolia,,Arnica cordifolia,,Northwest Territories
Amelanchier sanguinea,Amelanchier,Amelanchier sanguinea,,Amelanchier sanguinea,,New Brunswick
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,Amaranthus tuberculatus,,Ontario
Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,,Arctostaphylos uva-ursi (L.) Spreng.,,Nunavut
Acmispon americanus var. americanus,Acmispon,Acmispon americanus,var.,Acmispon americanus (Nuttall) Rydberg var. americanus,americanus,Manitoba
Amelanchier humilis,Amelanchier,Amelanchier humilis,,Amelanchier humilis Wieg.,,Manitoba
Amelanchier sanguinea,Amelanchier,Amelanchier sanguinea,,Amelanchier sanguinea (Pursh) de Candolle,,Manitoba
Acer negundo var. negundo,Acer,Acer negundo,var.,Acer negundo L. var. negundo L.,negundo,Manitoba
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,Amelanchier canadensis,,New Brunswick
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,Amelanchier alnifolia semiintegrifolia,semiintegrifolia,Northwest Territories
Agrostis exarata,Agrostis,Agrostis exarata,,Agrostis exarata Trin.,,Alberta
Asarum canadense,Asarum,Asarum canadense,,Asarum canadense,,British Columbia
Asarum canadense,Asarum,Asarum canadense,,Asarum canadense L.,,Alberta
Acer rubrum var. trilobum,Acer,Acer rubrum,var.,Acer rubrum var. trilobum Torr. & A. Gray ex K. Koch,trilobum,Quebec
Acer negundo var. negundo,Acer,Acer negundo,var.,Acer negundo var. negundo,negundo,Quebec
Agastache nepetoides,Agastache,Agastache nepetoides,,Agastache nepetoides (L.) Kuntze,,Quebec
Agrostis perennans,Agrostis,Agrostis perennans,,Agrostis perennans (Walter) Tuck.,,Newfoundland and Labrador
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,Alnus incana subsp. tenuifolia (Nutt.) Breitung,tenuifolia,Manitoba
Arnica cordifolia,Arnica,Arnica cordifolia,,Arnica cordifolia Hook.,,Ontario
Aralia nudicaulis,Aralia,Aralia nudicaulis,,Aralia nudicaulis,,Yukon
Acer glabrum,Acer,Acer glabrum,,Acer glabrum Torrey,,Newfoundland and Labrador
Allium geyeri,Allium,Allium geyeri,,Allium geyeri S. Wats.,,Alberta
Amaranthus californicus,Amaranthus,Amaranthus californicus,,Amaranthus californicus (Moq.) S. Wats.,,Alberta
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung,tenuifolia,Saskatchewan
Agrostis mertensii,Agrostis,Agrostis mertensii,,Agrostis mertensii Trin.,,Alberta
Acer saccharinum,Acer,Acer saccharinum,,Acer saccharinum L.,,Saskatchewan
Acer rubrum var. trilobum,Acer,Acer rubrum,var.,Acer rubrum var. trilobum Torr. & Gray ex K. Koch,trilobum,Nova Scotia
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,Amelanchier intermedia Spach,,Nova Scotia
Allium schoenoprasum var. schoenoprasum,Allium,Allium schoenoprasum,var.,Allium schoenoprasum Linnaeus subsp. schoenoprasum,schoenoprasum,Quebec
Amphicarpaea bracteata var. comosa,Amphicarpaea,Amphicarpaea bracteata,var.,Amphicarpaea bracteata (Linnaeus) Fernald var. comosa (Linnaeus) Fernald,comosa,Quebec
Allium canadense var. canadense,Allium,Allium canadense,var.,Allium canadense Linnaeus var. canadense,canadense,Quebec
Amaranthus hybridus,Amaranthus,Amaranthus hybridus,,Amaranthus hybridus L.,,Nova Scotia
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,Alnus viridis subsp. sinuata (Regel) Á. Löve & D. Löve,sinuata,Quebec
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,Alnus viridis subsp. sinuata (Regel) Á. Löve & D. Löve,sinuata,Ontario
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,Alnus viridis subsp. sinuata (Regel) Á. Löve & D. Löve,sinuata,Newfoundland and Labrador
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,Amelanchier intermedia Spach,,Ontario
Amelanchier humilis,Amelanchier,Amelanchier humilis,,Amelanchier humilis Wiegand,,New Brunswick
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,Amelanchier canadensis (L.) Medik.,,Prince Edward Island
Amelanchier humilis,Amelanchier,Amelanchier humilis,,Amelanchier humilis Wiegand,,Prince Edward Island
Amaranthus albus,Amaranthus,Amaranthus albus,,Amaranthus albus L.,,Nova Scotia
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung,tenuifolia,Nova Scotia
Allium stellatum,Allium,Allium stellatum,,Allium stellatum,,Alberta
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Ontario
Betula occidentalis,Betula,Betula occidentalis,,Betula occidentalis,,British Columbia
Balsamorhiza sagittata,Balsamorhiza,Balsamorhiza sagittata,,Balsamorhiza sagittata,,British Columbia
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Ontario
Carya ovata,Carya,Carya ovata,,Carya ovata,,Ontario
Betula alleghaniensis,Betula,Betula alleghaniensis,,Betula alleghaniensis,,New Brunswick
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,British Columbia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Quebec
Carya ovata,Carya,Carya ovata,,Carya ovata,,Quebec
Betula alleghaniensis,Betula,Betula alleghaniensis,,Betula alleghaniensis,,Nova Scotia
Carya glabra,Carya,Carya glabra,,Carya glabra,,Ontario
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Manitoba
Carya cordiformis,Carya,Carya cordiformis,,Carya cordiformis,,Quebec
Betula alleghaniensis,Betula,Betula alleghaniensis,,Betula alleghaniensis,,Quebec
Carya cordiformis,Carya,Carya cordiformis,,Carya cordiformis,,Ontario
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Nova Scotia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Alberta
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,British Columbia
Astragalus bisulcatus,Astragalus,Astragalus bisulcatus,,Astragalus bisulcatus,,Alberta
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Saskatchewan
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,British Columbia
Blitum nuttallianum,Blitum,Blitum nuttallianum,,Blitum nuttallianum,,Alberta
Astragalus miser,Astragalus,Astragalus miser,,Astragalus miser,,British Columbia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,British Columbia
Betula alleghaniensis,Betula,Betula alleghaniensis,,Betula alleghaniensis,,Ontario
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Ontario
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Alberta
Betula populifolia,Betula,Betula populifolia,,Betula populifolia,,Nova Scotia
Calypso bulbosa,Calypso,Calypso bulbosa,,Calypso bulbosa,,Alberta
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,Calypso bulbosa americana,americana,Alberta
Camassia quamash,Camassia,Camassia quamash,,Camassia quamash,,British Columbia
Caltha leptosepala,Caltha,Caltha leptosepala,,Caltha leptosepala,,British Columbia
Bromus kalmii,Bromus,Bromus kalmii,,Bromus kalmii,,Ontario
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Quebec
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,Calypso bulbosa americana,americana,British Columbia
Betula populifolia,Betula,Betula populifolia,,Betula populifolia,,New Brunswick
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,Ontario
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,Manitoba
Calypso bulbosa,Calypso,Calypso bulbosa,,Calypso bulbosa,,British Columbia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Manitoba
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Manitoba
Astragalus agrestis,Astragalus,Astragalus agrestis,,Astragalus agrestis,,British Columbia
Astragalus missouriensis,Astragalus,Astragalus missouriensis,,Astragalus missouriensis,,Alberta
Astragalus purshii,Astragalus,Astragalus purshii,,Astragalus purshii,,British Columbia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Saskatchewan
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,Ontario
Camassia quamash,Camassia,Camassia quamash,,Camassia quamash,,Alberta
Carya laciniosa,Carya,Carya laciniosa,,Carya laciniosa,,Ontario
Carex obnupta,Carex,Carex obnupta,,Carex obnupta,,British Columbia
Astragalus williamsii,Astragalus,Astragalus williamsii,,Astragalus williamsii,,Yukon
Astragalus collinus,Astragalus,Astragalus collinus,,Astragalus collinus,,British Columbia
Astragalus agrestis,Astragalus,Astragalus agrestis,,Astragalus agrestis,,Alberta
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Saskatchewan
Betula alleghaniensis,Betula,Betula alleghaniensis,,Betula alleghaniensis,,Prince Edward Island
Betula populifolia,Betula,Betula populifolia,,Betula populifolia,,Quebec
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,Yukon
Astragalus crassicarpus,Astragalus,Astragalus crassicarpus,,Astragalus crassicarpus,,Alberta
Astragalus vexilliflexus,Astragalus,Astragalus vexilliflexus,,Astragalus vexilliflexus,,Alberta
Astragalus neglectus,Astragalus,Astragalus neglectus,,Astragalus neglectus,,Ontario
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,Alberta
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Alberta
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Nova Scotia
Astragalus agrestis,Astragalus,Astragalus agrestis,,Astragalus agrestis,,Yukon
Astragalus tenellus,Astragalus,Astragalus tenellus,,Astragalus tenellus,,Yukon
Astragalus americanus,Astragalus,Astragalus americanus,,Astragalus americanus,,Alberta
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,Calypso bulbosa occidentalis,occidentalis,British Columbia
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Prince Edward Island
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,Alberta
Caltha leptosepala,Caltha,Caltha leptosepala,,Caltha leptosepala,,Alberta
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,Alberta
Betula populifolia,Betula,Betula populifolia,,Betula populifolia,,Ontario
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Alberta
Astragalus umbellatus,Astragalus,Astragalus umbellatus,,Astragalus umbellatus,,Yukon
Astragalus pectinatus,Astragalus,Astragalus pectinatus,,Astragalus pectinatus,,Saskatchewan
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Quebec
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Ontario
Astragalus agrestis,Astragalus,Astragalus agrestis,,Astragalus agrestis,,Saskatchewan
Blitum nuttallianum,Blitum,Blitum nuttallianum,,Blitum nuttallianum,,Saskatchewan
Bromus porteri,Bromus,Bromus porteri,,Bromus porteri,,Saskatchewan
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,Nunavut
Balsamorhiza deltoidea,Balsamorhiza,Balsamorhiza deltoidea,,Balsamorhiza deltoidea,,British Columbia
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Yukon
Astragalus americanus,Astragalus,Astragalus americanus,,Astragalus americanus,,British Columbia
Bromus pubescens,Bromus,Bromus pubescens,,Bromus pubescens,,Ontario
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,New Brunswick
Bromus vulgaris,Bromus,Bromus vulgaris,,Bromus vulgaris,,British Columbia
Astragalus bisulcatus,Astragalus,Astragalus bisulcatus,,Astragalus bisulcatus,,Saskatchewan
Camassia leichtlinii,Camassia,Camassia leichtlinii,,Camassia leichtlinii,,British Columbia
Astragalus gilviflorus,Astragalus,Astragalus gilviflorus,,Astragalus gilviflorus,,Saskatchewan
Astragalus drummondii,Astragalus,Astragalus drummondii,,Astragalus drummondii,,Saskatchewan
Betula lenta,Betula,Betula lenta,,Betula lenta,,Ontario
Astragalus bourgovii,Astragalus,Astragalus bourgovii,,Astragalus bourgovii,,British Columbia
Astragalus vexilliflexus,Astragalus,Astragalus vexilliflexus,,Astragalus vexilliflexus,,British Columbia
Bromus pacificus,Bromus,Bromus pacificus,,Bromus pacificus,,British Columbia
Bromus pubescens,Bromus,Bromus pubescens,,Bromus pubescens,,Manitoba
Astragalus lotiflorus,Astragalus,Astragalus lotiflorus,,Astragalus lotiflorus,,Saskatchewan
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,Saskatchewan
Calypso bulbosa,Calypso,Calypso bulbosa,,Calypso bulbosa,,Saskatchewan
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,Quebec
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,British Columbia
Astragalus robbinsii,Astragalus,Astragalus robbinsii,,Astragalus robbinsii,,British Columbia
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Northwest Territories
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Yukon
Astragalus canadensis,Astragalus,Astragalus canadensis,,Astragalus canadensis,,British Columbia
Blitum capitatum,Blitum,Blitum capitatum,,Blitum capitatum,,Northwest Territories
Blitum nuttallianum,Blitum,Blitum nuttallianum,,Blitum nuttallianum,,Yukon
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Yukon
Astragalus americanus,Astragalus,Astragalus americanus,,Astragalus americanus,,Yukon
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis,,Saskatchewan
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,Nova Scotia
Astragalus crassicarpus,Astragalus,Astragalus crassicarpus,,Astragalus crassicarpus,,Saskatchewan
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,Quebec
Astragalus alpinus,Astragalus,Astragalus alpinus,,Astragalus alpinus,,Manitoba
Astragalus drummondii,Astragalus,Astragalus drummondii,,Astragalus drummondii,,Alberta
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,Saskatchewan
Balsamorhiza sagittata,Balsamorhiza,Balsamorhiza sagittata,,Balsamorhiza sagittata,,Alberta
Astragalus spatulatus,Astragalus,Astragalus spatulatus,,Astragalus spatulatus,,Saskatchewan
Bromus porteri,Bromus,Bromus porteri,,Bromus porteri,,Manitoba
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,New Brunswick
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,British Columbia
Blitum capitatum subsp. capitatum,Blitum,Blitum capitatum,subsp.,Blitum capitatum capitatum,capitatum,Saskatchewan
Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,,Calamagrostis canadensis (Michx.) Beauv.,,Newfoundland and Labrador
Astragalus bodinii,Astragalus,Astragalus bodinii,,Astragalus bodinii,,Yukon
Bromus ciliatus,Bromus,Bromus ciliatus,,Bromus ciliatus,,Manitoba
Betula occidentalis,Betula,Betula occidentalis,,Betula occidentalis,,Yukon
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Northwest Territories
Betula papyrifera,Betula,Betula papyrifera,,Betula papyrifera,,Newfoundland and Labrador
Bromus inermis,Bromus,Bromus inermis,,Bromus inermis,,Prince Edward Island
Betula occidentalis,Betula,Betula occidentalis,,Betula occidentalis,,Alberta
Bromus kalmii,Bromus,Bromus kalmii,,Bromus kalmii,,Manitoba
Astragalus pectinatus,Astragalus,Astragalus pectinatus,,Astragalus pectinatus,,Alberta
Astragalus crassicarpus,Astragalus,Astragalus crassicarpus,,Astragalus crassicarpus,,Manitoba
Blitum capitatum subsp. capitatum,Blitum,Blitum capitatum,subsp.,Blitum capitatum capitatum,capitatum,Northwest Territories
Astragalus eucosmus,Astragalus,Astragalus eucosmus,,Astragalus eucosmus,,Yukon
Astragalus flexuosus,Astragalus,Astragalus flexuosus,,Astragalus flexuosus,,Saskatchewan
