"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"2726","Rubus pedatus","Rubus","Rubus pedatus","","","Alberta"
"2727","Shepherdia argentea","Shepherdia","Shepherdia argentea","","","Manitoba"
"2728","Typha latifolia","Typha","Typha latifolia","","","Alberta"
"2729","Tsuga mertensiana","Tsuga","Tsuga mertensiana","","","British Columbia"
"2730","Typha latifolia","Typha","Typha latifolia","","","Manitoba"
"2731","Salix planifolia","Salix","Salix planifolia","","","Quebec"
"2732","Tsuga canadensis","Tsuga","Tsuga canadensis","","","New Brunswick"
"2733","Sium suave","Sium","Sium suave","","","Alberta"
"2734","Salix lucida","Salix","Salix lucida","","","British Columbia"
"2735","Sorbus americana","Sorbus","Sorbus americana","","","Quebec"
"2736","Shepherdia argentea","Shepherdia","Shepherdia argentea","","","Alberta"
"2737","Sambucus racemosa","Sambucus","Sambucus racemosa","","","New Brunswick"
"2738","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Nova Scotia"
"2739","Rubus leucodermis","Rubus","Rubus leucodermis","","","British Columbia"
"2740","Taxus canadensis","Taxus","Taxus canadensis","","","Prince Edward Island"
"2741","Thuja occidentalis","Thuja","Thuja occidentalis","","","New Brunswick"
"2742","Triglochin maritima","Triglochin","Triglochin maritima","","","Alberta"
"2743","Ulmus americana","Ulmus","Ulmus americana","","","Nova Scotia"
"2744","Tsuga canadensis","Tsuga","Tsuga canadensis","","","Prince Edward Island"
"2745","Taxus canadensis","Taxus","Taxus canadensis","","","New Brunswick"
"2746","Tilia americana","Tilia","Tilia americana","","","Quebec"
"2747","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Ontario"
"2748","Ulmus americana","Ulmus","Ulmus americana","","","Quebec"
"2749","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","New Brunswick"
"2750","Thuja occidentalis","Thuja","Thuja occidentalis","","","Prince Edward Island"
"2751","Salix arctica","Salix","Salix arctica","","","British Columbia"
"2752","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Ontario"
"2753","Rubus pensilvanicus","Rubus","Rubus pensilvanicus","","","Quebec"
"2754","Ulmus americana","Ulmus","Ulmus americana","","","New Brunswick"
"2755","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Quebec"
"2756","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Nova Scotia"
"2757","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Saskatchewan"
"2758","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Newfoundland and Labrador"
"2759","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Northwest Territories"
"2760","Ulmus rubra","Ulmus","Ulmus rubra","","","Quebec"
"2761","Salix exigua","Salix","Salix exigua","","","British Columbia"
"2762","Salix scouleriana","Salix","Salix scouleriana","","","British Columbia"
"2763","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","New Brunswick"
"2764","Rubus idaeus","Rubus","Rubus idaeus","","","Prince Edward Island"
"2765","Shepherdia argentea","Shepherdia","Shepherdia argentea","","","Saskatchewan"
"2766","Rumex occidentalis","Rumex","Rumex occidentalis","","","British Columbia"
"2767","Rumex occidentalis","Rumex","Rumex occidentalis","","","Saskatchewan"
"2768","Rumex occidentalis","Rumex","Rumex occidentalis","","","Alberta"
"2769","Sium suave","Sium","Sium suave","","","Nova Scotia"
"2770","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","British Columbia"
"2771","Triglochin maritima","Triglochin","Triglochin maritima","","","Nova Scotia"
"2772","Salix arctica","Salix","Salix arctica","","","Alberta"
"2773","Urtica dioica","Urtica","Urtica dioica","","","Saskatchewan"
"2774","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Quebec"
"2775","Urtica dioica","Urtica","Urtica dioica","","","Alberta"
"2776","Typha latifolia","Typha","Typha latifolia","","","New Brunswick"
"2777","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Nova Scotia"
"2778","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","New Brunswick"
"2779","Rubus idaeus","Rubus","Rubus idaeus","","","Manitoba"
"2780","Sium suave","Sium","Sium suave","","","Prince Edward Island"
"2781","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Ontario"
"2782","Rubus canadensis","Rubus","Rubus canadensis","","","Prince Edward Island"
"2783","Tilia americana","Tilia","Tilia americana","","","Manitoba"
"2784","Sium suave","Sium","Sium suave","","","British Columbia"
"2785","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Manitoba"
"2786","Thuja occidentalis","Thuja","Thuja occidentalis","","","Manitoba"
"2787","Thuja occidentalis","Thuja","Thuja occidentalis","","","Nova Scotia"
"2788","Ulmus thomasii","Ulmus","Ulmus thomasii","","","Ontario"
"2789","Sium suave","Sium","Sium suave","","","Yukon"
"2790","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Ontario"
"2791","Urtica dioica","Urtica","Urtica dioica","","","Quebec"
"2792","Rubus occidentalis","Rubus","Rubus occidentalis","","","Quebec"
"2793","Trifolium willdenovii","Trifolium","Trifolium willdenovii","","","British Columbia"
"2794","Sorbus americana","Sorbus","Sorbus americana","","","New Brunswick"
"2795","Rubus idaeus","Rubus","Rubus idaeus","","","Saskatchewan"
"2796","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Alberta"
"2797","Trifolium microcephalum","Trifolium","Trifolium microcephalum","","","British Columbia"
"2798","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","British Columbia"
"2799","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Quebec"
"2800","Rubus idaeus","Rubus","Rubus idaeus","","","Yukon"
"2801","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Alberta"
"2802","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Saskatchewan"
"2803","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Manitoba"
"2804","Tsuga heterophylla","Tsuga","Tsuga heterophylla","","","Alberta"
"2805","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Ontario"
"2806","Salix pulchra","Salix","Salix pulchra","","","Northwest Territories"
"2807","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Nova Scotia"
"2808","Urtica dioica","Urtica","Urtica dioica","","","Yukon"
"2809","Salix scouleriana","Salix","Salix scouleriana","","","Alberta"
"2810","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Saskatchewan"
"2811","Sorbus americana","Sorbus","Sorbus americana","","","Ontario"
"2812","Sorbus decora","Sorbus","Sorbus decora","","","Nova Scotia"
"2813","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Prince Edward Island"
"2814","Rubus idaeus","Rubus","Rubus idaeus","","","Northwest Territories"
"2815","Typha latifolia","Typha","Typha latifolia","","","Saskatchewan"
"2816","Tradescantia virginiana","Tradescantia","Tradescantia virginiana","","","Ontario"
"2817","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Prince Edward Island"
"2818","Salix reticulata","Salix","Salix reticulata","","","Alberta"
"2819","Sium suave","Sium","Sium suave","","","Quebec"
"2820","Triglochin maritima","Triglochin","Triglochin maritima","","","British Columbia"
"2821","Silphium perfoliatum","Silphium","Silphium perfoliatum","","","Quebec"
"2822","Sorbus decora","Sorbus","Sorbus decora","","","New Brunswick"
"2823","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Manitoba"
"2824","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Northwest Territories"
"2825","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Yukon"
"2826","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Nova Scotia"
"2827","Sorbus decora","Sorbus","Sorbus decora","","","Quebec"
"2828","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Quebec"
"2829","Salix exigua","Salix","Salix exigua","","","Ontario"
"2830","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Alberta"
"2831","Sorbus scopulina","Sorbus","Sorbus scopulina","","","British Columbia"
"2832","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Yukon"
"2833","Ulmus americana","Ulmus","Ulmus americana","","","Prince Edward Island"
"2834","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Quebec"
"2835","Rubus idaeus","Rubus","Rubus idaeus","","","Newfoundland and Labrador"
"2836","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Manitoba"
"2837","Sium suave","Sium","Sium suave","","","Northwest Territories"
"2838","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Quebec"
"2839","Rumex occidentalis","Rumex","Rumex occidentalis","","","Northwest Territories"
"2840","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Saskatchewan"
"2841","Ulmus americana","Ulmus","Ulmus americana","","","Saskatchewan"
"2842","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Nunavut"
"2843","Triglochin maritima","Triglochin","Triglochin maritima","","","Nunavut"
"2844","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Quebec"
"2845","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Northwest Territories"
"2846","Sorbus americana","Sorbus","Sorbus americana","","","Newfoundland and Labrador"
"2847","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Ontario"
"2848","Taxus canadensis","Taxus","Taxus canadensis","","","Newfoundland and Labrador"
"2849","Ulmus thomasii","Ulmus","Ulmus thomasii","","","Quebec"
"2850","Triglochin maritima","Triglochin","Triglochin maritima","","","Quebec"
"2851","Salix planifolia","Salix","Salix planifolia","","","Ontario"
"2852","Rubus odoratus","Rubus","Rubus odoratus","","","Nova Scotia"
"2853","Taxus canadensis","Taxus","Taxus canadensis","","","Manitoba"
"2854","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Alberta"
"2855","Typha latifolia","Typha","Typha latifolia","","","Yukon"
"2856","Rumex occidentalis","Rumex","Rumex occidentalis","","","Yukon"
"2857","Rubus nivalis","Rubus","Rubus nivalis","","","British Columbia"
"2858","Triglochin maritima","Triglochin","Triglochin maritima","","","Yukon"
"2859","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","New Brunswick"
"2860","Silphium integrifolium","Silphium","Silphium integrifolium","","","Ontario"
"2861","Salix arctica","Salix","Salix arctica","","","Quebec"
"2862","Salix planifolia","Salix","Salix planifolia","","","Manitoba"
"2863","Salix reticulata","Salix","Salix reticulata","","","Manitoba"
"2864","Tilia americana","Tilia","Tilia americana","","","Nova Scotia"
"2865","Salix reticulata","Salix","Salix reticulata","","","Yukon"
"2866","Sambucus canadensis","Sambucus","Sambucus canadensis","","","New Brunswick"
"2867","Rubus canadensis","Rubus","Rubus canadensis","","","Nova Scotia"
"2868","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Saskatchewan"
"2869","Salix reticulata","Salix","Salix reticulata","","","Newfoundland and Labrador"
"2870","Salix arctica","Salix","Salix arctica","","","Yukon"
"2871","Salix reticulata","Salix","Salix reticulata","","","Quebec"
"2872","Typha latifolia","Typha","Typha latifolia","","","Northwest Territories"
"2873","Typha latifolia","Typha","Typha latifolia","","","Prince Edward Island"
"2874","Urtica dioica","Urtica","Urtica dioica","","","Newfoundland and Labrador"
"2875","Sorbus sitchensis var. sitchensis","Sorbus","Sorbus sitchensis","var.","sitchensis","British Columbia"
"2876","Silphium perfoliatum","Silphium","Silphium perfoliatum","","","Nova Scotia"
"2877","Sium suave","Sium","Sium suave","","","Saskatchewan"
"2878","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Prince Edward Island"
"2879","Sium suave","Sium","Sium suave","","","New Brunswick"
"2880","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Newfoundland and Labrador"
"2881","Triglochin maritima","Triglochin","Triglochin maritima","","","Saskatchewan"
"2882","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Alberta"
"2883","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Manitoba"
"2884","Salix scouleriana","Salix","Salix scouleriana","","","Yukon"
"2885","Typha latifolia","Typha","Typha latifolia","","","Newfoundland and Labrador"
"2886","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","British Columbia"
"2887","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Newfoundland and Labrador"
"2888","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Quebec"
"2889","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","New Brunswick"
"2890","Sium suave","Sium","Sium suave","","","Manitoba"
"2891","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Nunavut"
"2892","Triglochin maritima","Triglochin","Triglochin maritima","","","Manitoba"
"2893","Triglochin maritima","Triglochin","Triglochin maritima","","","Newfoundland and Labrador"
"2894","Trifolium depauperatum","Trifolium","Trifolium depauperatum","","","British Columbia"
"2895","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Newfoundland and Labrador"
"2896","Trifolium cyathiferum","Trifolium","Trifolium cyathiferum","","","British Columbia"
"2897","Symphoricarpos albus var. albus","Symphoricarpos","Symphoricarpos albus","var.","albus","Ontario"
"2898","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Nova Scotia"
"2899","Rubus odoratus","Rubus","Rubus odoratus","","","New Brunswick"
"2900","Salix pulchra","Salix","Salix pulchra","","","Yukon"
"2901","Triglochin maritima","Triglochin","Triglochin maritima","","","New Brunswick"
"2902","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Prince Edward Island"
"2903","Rubus flagellaris","Rubus","Rubus flagellaris","","","Ontario"
