TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,PROVINCE
Rosa acicularis,Rosa,Rosa acicularis,,,Manitoba
Ribes lacustre,Ribes,Ribes lacustre,,,Nova Scotia
Prunus pumila,Prunus,Prunus pumila,,,Ontario
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Nova Scotia
Rubus setosus,Rubus,Rubus setosus,,,Quebec
Ribes hirtellum,Ribes,Ribes hirtellum,,,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Yukon
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Newfoundland and Labrador
Quercus garryana var. garryana,Quercus,Quercus garryana,var.,garryana,British Columbia
Prunus serotina,Prunus,Prunus serotina,,,British Columbia
Prunus pensylvanica,Prunus,Prunus pensylvanica,,,Quebec
Prunella vulgaris,Prunella,Prunella vulgaris,,,Alberta
Rubus arcticus,Rubus,Rubus arcticus,,,Yukon
Rosa virginiana,Rosa,Rosa virginiana,,,Nova Scotia
Rosa acicularis,Rosa,Rosa acicularis,,,Yukon
Rosa acicularis,Rosa,Rosa acicularis,,,Ontario
Ribes aureum,Ribes,Ribes aureum,,,British Columbia
Rosa acicularis,Rosa,Rosa acicularis,,,Northwest Territories
Rosa blanda,Rosa,Rosa blanda,,,Ontario
Ribes lacustre,Ribes,Ribes lacustre,,,New Brunswick
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Quebec
Rubus arcticus,Rubus,Rubus arcticus,,,Northwest Territories
Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,,,Quebec
Quercus macrocarpa,Quercus,Quercus macrocarpa,,,Saskatchewan
Quercus macrocarpa,Quercus,Quercus macrocarpa,,,Alberta
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Ontario
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Yukon
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,,Northwest Territories
Ribes triste,Ribes,Ribes triste,,,Yukon
Rosa nitida,Rosa,Rosa nitida,,,Nova Scotia
Ribes americanum,Ribes,Ribes americanum,,,Manitoba
Prunus virginiana,Prunus,Prunus virginiana,,,Saskatchewan
Rosa virginiana,Rosa,Rosa virginiana,,,Newfoundland and Labrador
Prunus pumila,Prunus,Prunus pumila,,,Manitoba
Rosa virginiana,Rosa,Rosa virginiana,,,New Brunswick
Rosa palustris,Rosa,Rosa palustris,,,Ontario
Quercus prinoides,Quercus,Quercus prinoides,,,Ontario
Rorippa aquatica,Rorippa,Rorippa aquatica,,,Ontario
Ribes hirtellum,Ribes,Ribes hirtellum,,,New Brunswick
Prunella vulgaris,Prunella,Prunella vulgaris,,,Newfoundland and Labrador
Ribes americanum,Ribes,Ribes americanum,,,New Brunswick
Ribes hirtellum,Ribes,Ribes hirtellum,,,Ontario
Prunus pensylvanica,Prunus,Prunus pensylvanica,,,Alberta
Rosa acicularis,Rosa,Rosa acicularis,,,Saskatchewan
Rubus arcticus,Rubus,Rubus arcticus,,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Saskatchewan
Ribes triste,Ribes,Ribes triste,,,Ontario
Ribes cynosbati,Ribes,Ribes cynosbati,,,Quebec
Pseudotsuga menziesii,Pseudotsuga,Pseudotsuga menziesii,,,Alberta
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,British Columbia
Ribes lacustre,Ribes,Ribes lacustre,,,Prince Edward Island
Prunus virginiana,Prunus,Prunus virginiana,,,Newfoundland and Labrador
Rosa woodsii,Rosa,Rosa woodsii,,,Yukon
Ribes aureum,Ribes,Ribes aureum,,,Saskatchewan
Rosa blanda,Rosa,Rosa blanda,,,Quebec
Ribes lacustre,Ribes,Ribes lacustre,,,Ontario
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Northwest Territories
Ribes lacustre,Ribes,Ribes lacustre,,,Quebec
Quercus macrocarpa,Quercus,Quercus macrocarpa,,,New Brunswick
Prunus pensylvanica,Prunus,Prunus pensylvanica,,,Saskatchewan
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Northwest Territories
Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,,,Manitoba
Ribes triste,Ribes,Ribes triste,,,Alberta
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,vulgaris,Ontario
Ribes lacustre,Ribes,Ribes lacustre,,,Alberta
Ribes americanum,Ribes,Ribes americanum,,,Quebec
Rubus arcticus,Rubus,Rubus arcticus,,,Saskatchewan
Rubus arcticus,Rubus,Rubus arcticus,,,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Yukon
Ribes aureum,Ribes,Ribes aureum,,,Manitoba
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,British Columbia
Rosa arkansana,Rosa,Rosa arkansana,,,Manitoba
Ribes triste,Ribes,Ribes triste,,,New Brunswick
Rosa woodsii,Rosa,Rosa woodsii,,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Manitoba
Ribes triste,Ribes,Ribes triste,,,Manitoba
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,British Columbia
Rubus arcticus,Rubus,Rubus arcticus,,,Ontario
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Northwest Territories
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Quebec
Ribes triste,Ribes,Ribes triste,,,Quebec
Prunus americana,Prunus,Prunus americana,,,Manitoba
Prunus pensylvanica,Prunus,Prunus pensylvanica,,,British Columbia
Ribes triste,Ribes,Ribes triste,,,Saskatchewan
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,Ontario
Rubus setosus,Rubus,Rubus setosus,,,Prince Edward Island
Rubus setosus,Rubus,Rubus setosus,,,Ontario
Prunella vulgaris,Prunella,Prunella vulgaris,,,Manitoba
Rosa carolina,Rosa,Rosa carolina,,,New Brunswick
Prunella vulgaris,Prunella,Prunella vulgaris,,,Saskatchewan
Ribes lacustre,Ribes,Ribes lacustre,,,Yukon
Ribes aureum,Ribes,Ribes aureum,,,Ontario
Rosa setigera,Rosa,Rosa setigera,,,Ontario
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,New Brunswick
Rosa blanda,Rosa,Rosa blanda,,,Manitoba
Ribes triste,Ribes,Ribes triste,,,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Alberta
Prunus americana,Prunus,Prunus americana,,,Ontario
Rubus arcticus,Rubus,Rubus arcticus,,,Newfoundland and Labrador
Ribes divaricatum,Ribes,Ribes divaricatum,,,British Columbia
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Yukon
Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,hudsonianum,Yukon
Rosa palustris,Rosa,Rosa palustris,,,Nova Scotia
Ribes viscosissimum,Ribes,Ribes viscosissimum,,,Alberta
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Alberta
Prunus nigra,Prunus,Prunus nigra,,,Manitoba
Ribes americanum,Ribes,Ribes americanum,,,Alberta
Populus trichocarpa,Populus,Populus trichocarpa,,,Alberta
Rosa acicularis,Rosa,Rosa acicularis,,,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,British Columbia
Ribes triste,Ribes,Ribes triste,,,Northwest Territories
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Quebec
Rosa arkansana,Rosa,Rosa arkansana,,,British Columbia
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Ontario
Prunus americana,Prunus,Prunus americana,,,Quebec
Prunus pumila,Prunus,Prunus pumila,,,New Brunswick
Prunus nigra,Prunus,Prunus nigra,,,New Brunswick
Ribes aureum,Ribes,Ribes aureum,,,Quebec
Ribes lobbii,Ribes,Ribes lobbii,,,British Columbia
Ribes cereum var. cereum,Ribes,Ribes cereum,var.,cereum,British Columbia
Rubus paracaulis,Rubus,Rubus paracaulis,,,Newfoundland and Labrador
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Alberta
Ribes inerme var. inerme,Ribes,Ribes inerme,var.,inerme,Alberta
Ribes triste,Ribes,Ribes triste,,,Newfoundland and Labrador
Rubus arcticus,Rubus,Rubus arcticus,,,Quebec
Prunus nigra,Prunus,Prunus nigra,,,Nova Scotia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Ontario
Rubus allegheniensis,Rubus,Rubus allegheniensis,,,New Brunswick
Rosa blanda,Rosa,Rosa blanda,,,New Brunswick
Rosa gymnocarpa var. gymnocarpa,Rosa,Rosa gymnocarpa,var.,gymnocarpa,British Columbia
Prunus serotina var. serotina,Prunus,Prunus serotina,var.,serotina,Quebec
Prunus pumila,Prunus,Prunus pumila,,,Quebec
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Newfoundland and Labrador
Rosa acicularis,Rosa,Rosa acicularis,,,Quebec
Ribes hirtellum,Ribes,Ribes hirtellum,,,Quebec
Rosa pisocarpa,Rosa,Rosa pisocarpa,,,British Columbia
Quercus rubra,Quercus,Quercus rubra,,,Newfoundland and Labrador
Ribes aureum,Ribes,Ribes aureum,,,Newfoundland and Labrador
Ribes lacustre,Ribes,Ribes lacustre,,,Newfoundland and Labrador
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Alberta
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Alberta
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,woodsii,Alberta
Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,stellatus,British Columbia
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Saskatchewan
Rosa carolina,Rosa,Rosa carolina,,,Quebec
Rosa woodsii,Rosa,Rosa woodsii,,,Ontario
Rosa arkansana,Rosa,Rosa arkansana,,,Ontario
Ribes hudsonianum var. petiolare,Ribes,Ribes hudsonianum,var.,petiolare,British Columbia
Prunus pumila var. besseyi,Prunus,Prunus pumila,var.,besseyi,Ontario
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,Saskatchewan
Rubus allegheniensis,Rubus,Rubus allegheniensis,,,Prince Edward Island
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Manitoba
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Ontario
Rubus setosus,Rubus,Rubus setosus,,,New Brunswick
Rubus setosus,Rubus,Rubus setosus,,,Nova Scotia
Ribes americanum,Ribes,Ribes americanum,,,Saskatchewan
Rosa nitida,Rosa,Rosa nitida,,,Prince Edward Island
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Saskatchewan
Prunus virginiana var. demissa,Prunus,Prunus virginiana,var.,demissa,Alberta
Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,stellatus,Yukon
Potentilla anserina,Potentilla,Potentilla anserina,,,Ontario
Potentilla anserina,Potentilla,Potentilla anserina,,,Alberta
Rosa nitida,Rosa,Rosa nitida,,,New Brunswick
Rosa nitida,Rosa,Rosa nitida,,,Quebec
Prunus pumila,Prunus,Prunus pumila,,,Saskatchewan
Prunella vulgaris subsp. vulgaris,Prunella,Prunella vulgaris,subsp.,vulgaris,New Brunswick
Rosa virginiana,Rosa,Rosa virginiana,,,Prince Edward Island
Rosa palustris,Rosa,Rosa palustris,,,New Brunswick
Prunus virginiana,Prunus,Prunus virginiana,,,Northwest Territories
Populus trichocarpa,Populus,Populus trichocarpa,,,Yukon
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Northwest Territories
Ribes aureum,Ribes,Ribes aureum,,,New Brunswick
Ribes sanguineum var. sanguineum,Ribes,Ribes sanguineum,var.,sanguineum,British Columbia
Rubus allegheniensis,Rubus,Rubus allegheniensis,,,British Columbia
Rosa woodsii subsp. ultramontana,Rosa,Rosa woodsii,subsp.,ultramontana,British Columbia
Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,,,Nunavut
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Yukon
Ribes triste,Ribes,Ribes triste,,,Nova Scotia
Rosa woodsii,Rosa,Rosa woodsii,,,Northwest Territories
Ribes oxyacanthoides subsp. setosum,Ribes,Ribes oxyacanthoides,subsp.,setosum,Manitoba
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Northwest Territories
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Northwest Territories
Ribes lacustre,Ribes,Ribes lacustre,,,Northwest Territories
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Ontario
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Manitoba
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,British Columbia
Ribes hirtellum,Ribes,Ribes hirtellum,,,Alberta
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Prince Edward Island
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Nunavut
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Alberta
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Nunavut
Rosa carolina,Rosa,Rosa carolina,,,Prince Edward Island
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,British Columbia
Ribes aureum var. aureum,Ribes,Ribes aureum,var.,aureum,Alberta
Ribes hirtellum,Ribes,Ribes hirtellum,,,Manitoba
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,Yukon
Ribes inerme,Ribes,Ribes inerme,,,Alberta
Rosa nutkana subsp. macdougalii,Rosa,Rosa nutkana,subsp.,macdougalii,British Columbia
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Manitoba
Rosa nutkana subsp. nutkana,Rosa,Rosa nutkana,subsp.,nutkana,British Columbia
Ribes lacustre,Ribes,Ribes lacustre,,,Saskatchewan
Prunus virginiana var. demissa,Prunus,Prunus virginiana,var.,demissa,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Saskatchewan
Ribes divaricatum var. divaricatum,Ribes,Ribes divaricatum,var.,divaricatum,British Columbia
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,woodsii,British Columbia
Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,Manitoba
Rosa nutkana,Rosa,Rosa nutkana,,,Yukon
Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,hudsonianum,British Columbia
Ribes oxyacanthoides subsp. cognatum,Ribes,Ribes oxyacanthoides,subsp.,cognatum,British Columbia
Ribes inerme var. inerme,Ribes,Ribes inerme,var.,inerme,British Columbia
Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,subsp.,oxyacanthoides,Saskatchewan
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Ontario
Ribes laxiflorum,Ribes,Ribes laxiflorum,,,Alberta
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,woodsii,Northwest Territories
Rubus arcticus subsp. arcticus,Rubus,Rubus arcticus,subsp.,arcticus,Yukon
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Saskatchewan
Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,woodsii,Saskatchewan
Rubus arcticus subsp. arcticus,Rubus,Rubus arcticus,subsp.,arcticus,British Columbia
Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,hudsonianum,Quebec
Rhodiola rosea,Rhodiola,Rhodiola rosea,,,British Columbia
Ribes inerme,Ribes,Ribes inerme,,,British Columbia
Ribes divaricatum,Ribes,Ribes divaricatum,,,Alberta
Rubus arcticus,Rubus,Rubus arcticus,,,Nunavut
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,New Brunswick
Prunus pumila var. besseyi,Prunus,Prunus pumila,var.,besseyi,Manitoba
Rosa palustris,Rosa,Rosa palustris,,,Quebec
Rorippa aquatica,Rorippa,Rorippa aquatica,,,Quebec
Rubus recurvicaulis,Rubus,Rubus recurvicaulis,,,Nova Scotia
Rubus paracaulis,Rubus,Rubus paracaulis,,,Ontario
Rubus recurvicaulis,Rubus,Rubus recurvicaulis,,,Quebec
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Nunavut
Prunus pensylvanica,Prunus,Prunus pensylvanica,,,Northwest Territories
Ribes lacustre,Ribes,Ribes lacustre,,,Manitoba
Rosa blanda,Rosa,Rosa blanda,,,Northwest Territories
Ribes hudsonianum,Ribes,Ribes hudsonianum,,,Quebec
Rubus paracaulis,Rubus,Rubus paracaulis,,,Saskatchewan
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Newfoundland and Labrador
Ribes hirtellum,Ribes,Ribes hirtellum,,,Newfoundland and Labrador
Rubus paracaulis,Rubus,Rubus paracaulis,,,Quebec
Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,stellatus,Alberta
Ribes aureum var. villosum,Ribes,Ribes aureum,var.,villosum,Ontario
Prunus pumila var. pumila,Prunus,Prunus pumila,var.,pumila,Manitoba
Prunella vulgaris,Prunella,Prunella vulgaris,,,Yukon
Rubus paracaulis,Rubus,Rubus paracaulis,,,Alberta
Quercus rubra,Quercus,Quercus rubra,,,Alberta
Prunella vulgaris subsp. lanceolata,Prunella,Prunella vulgaris,subsp.,lanceolata,Nova Scotia
Potentilla anserina,Potentilla,Potentilla anserina,,,British Columbia
Rosa virginiana,Rosa,Rosa virginiana,,,Ontario
Potentilla anserina,Potentilla,Potentilla anserina,,,Yukon
Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,,,Quebec
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,Quebec
Rosa blanda,Rosa,Rosa blanda,,,Alberta
Ribes sanguineum,Ribes,Ribes sanguineum,,,Alberta
Rosa arkansana,Rosa,Rosa arkansana,,,Quebec
Quercus rubra,Quercus,Quercus rubra,,,Manitoba
Rosa setigera,Rosa,Rosa setigera,,,Alberta
Rubus recurvicaulis,Rubus,Rubus recurvicaulis,,,New Brunswick
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,New Brunswick
Prunus serotina var. serotina,Prunus,Prunus serotina,var.,serotina,New Brunswick
Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,Quebec
Rosa carolina,Rosa,Rosa carolina,,,Newfoundland and Labrador
Rosa blanda,Rosa,Rosa blanda,,,Nova Scotia
Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,Newfoundland and Labrador
Rubus setosus,Rubus,Rubus setosus,,,British Columbia
Ribes aureum var. villosum,Ribes,Ribes aureum,var.,villosum,Nova Scotia
Quercus prinoides,Quercus,Quercus prinoides,,,Quebec
Ribes americanum,Ribes,Ribes americanum,,,Nova Scotia
Rubus pedatus,Rubus,Rubus pedatus,,,British Columbia
Thuja plicata,Thuja,Thuja plicata,,,British Columbia
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,British Columbia
Salix reticulata,Salix,Salix reticulata,,,Nunavut
Rubus idaeus,Rubus,Rubus idaeus,,,Ontario
Tsuga canadensis,Tsuga,Tsuga canadensis,,,Nova Scotia
Tsuga heterophylla,Tsuga,Tsuga heterophylla,,,British Columbia
Thuja occidentalis,Thuja,Thuja occidentalis,,,Ontario
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,British Columbia
Taxus canadensis,Taxus,Taxus canadensis,,,Nova Scotia
Sambucus caerulea,Sambucus,Sambucus caerulea,,,British Columbia
Sorbus decora,Sorbus,Sorbus decora,,,Ontario
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Manitoba
Tilia americana,Tilia,Tilia americana,,,Ontario
Urtica dioica,Urtica,Urtica dioica,,,British Columbia
Spiraea douglasii,Spiraea,Spiraea douglasii,,,British Columbia
Rubus ursinus,Rubus,Rubus ursinus,,,British Columbia
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Ontario
Tsuga canadensis,Tsuga,Tsuga canadensis,,,Ontario
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,British Columbia
Typha latifolia,Typha,Typha latifolia,,,Nova Scotia
Ulmus americana,Ulmus,Ulmus americana,,,Ontario
Typha latifolia,Typha,Typha latifolia,,,British Columbia
Rubus spectabilis,Rubus,Rubus spectabilis,,,British Columbia
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Quebec
Rubus idaeus,Rubus,Rubus idaeus,,,British Columbia
Rubus odoratus,Rubus,Rubus odoratus,,,Ontario
Rubus idaeus,Rubus,Rubus idaeus,,,Quebec
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Alberta
Thuja occidentalis,Thuja,Thuja occidentalis,,,Quebec
Sedum divergens,Sedum,Sedum divergens,,,British Columbia
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Ontario
Taxus canadensis,Taxus,Taxus canadensis,,,Ontario
Rubus occidentalis,Rubus,Rubus occidentalis,,,Ontario
Ulmus americana,Ulmus,Ulmus americana,,,Manitoba
Taxus canadensis,Taxus,Taxus canadensis,,,Quebec
Urtica dioica,Urtica,Urtica dioica,,,Manitoba
Sedum spathulifolium,Sedum,Sedum spathulifolium,,,British Columbia
Schizachyrium scoparium,Schizachyrium,Schizachyrium scoparium,,,Ontario
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Nova Scotia
Sambucus racemosa,Sambucus,Sambucus racemosa,,,Alberta
Salix reticulata,Salix,Salix reticulata,,,British Columbia
Trifolium wormskioldii,Trifolium,Trifolium wormskioldii,,,British Columbia
Sorbus americana,Sorbus,Sorbus americana,,,Nova Scotia
Sambucus canadensis,Sambucus,Sambucus canadensis,,,Ontario
Silphium perfoliatum,Silphium,Silphium perfoliatum,,,Ontario
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Quebec
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Nova Scotia
Rubus idaeus,Rubus,Rubus idaeus,,,Nova Scotia
Salix arctica,Salix,Salix arctica,,,Nunavut
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Alberta
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Manitoba
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Nova Scotia
Ulmus rubra,Ulmus,Ulmus rubra,,,Ontario
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Alberta
Urtica dioica,Urtica,Urtica dioica,,,Ontario
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Manitoba
Sambucus racemosa,Sambucus,Sambucus racemosa,,,British Columbia
Sium suave,Sium,Sium suave,,,Ontario
Sedum oreganum,Sedum,Sedum oreganum,,,British Columbia
Rubus idaeus,Rubus,Rubus idaeus,,,Alberta
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,British Columbia
Tsuga canadensis,Tsuga,Tsuga canadensis,,,Quebec
Tilia americana,Tilia,Tilia americana,,,New Brunswick
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Ontario
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Alberta
Typha latifolia,Typha,Typha latifolia,,,Ontario
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Yukon
Taxus brevifolia,Taxus,Taxus brevifolia,,,British Columbia
Rubus idaeus,Rubus,Rubus idaeus,,,New Brunswick
Rubus odoratus,Rubus,Rubus odoratus,,,Quebec
Salix sitchensis,Salix,Salix sitchensis,,,British Columbia
Urtica dioica,Urtica,Urtica dioica,,,Nova Scotia
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Quebec
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Saskatchewan
Typha latifolia,Typha,Typha latifolia,,,Quebec
