"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","NAME","COMMON.NAME","FAMILY","NATIVITY","NSC","LOCATION.and.QUANTITY","ACCN..","PT","LATITUDE","LONGITUDE","PSOURCE","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"694","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Mastersii'","American arborvitae","Cupressaceae","Garden Origin","!TC","12 (7), 10 (4)","1973-0031"," "," "," ","Sunset","Thuja","occidentalis","","","","","Thuja occidentalis"
"695","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Fastigiata'","pyramidal cedar","Cupressaceae","Garden Origin","!TC","133 (245)                                                 ","2001-0440"," "," "," ","Sunset","Thuja","occidentalis","","","","","Thuja occidentalis"
"696","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Fastigiata'","pyramidal cedar","Cupressaceae","Garden Origin","!TC","133 (2000)                                                 ","1981-0814"," "," "," ","McLean","Thuja","occidentalis","","","","","Thuja occidentalis"
"697","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Golden Tuffet'","dwarf American arborvitae","Cupressaceae","Garden Origin","!SC","56 (1)                                                 ","2008-0390"," "," "," ","PNW","Thuja","occidentalis","","","","","Thuja occidentalis"
"698","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis [Fire Chief] = 'Congabe'","globe arborvitae, American arborvitae","Cupressaceae","Garden Origin","!SC","NURS (3)                                                 ","2020-0106"," "," "," ","PNW","Thuja","occidentalis","","","","","Thuja occidentalis"
"699","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","130A (1)                                                 ","2014-0059"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"700","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","105 (1)                                                 ","2014-0096"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"701","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","35D (1)                                                 ","2014-0134"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"702","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Zebrina'","striped redcedar","Cupressaceae","Garden Origin","!TC","147 (4), 6A (11)","1977-0105"," "," "," ","Sunset","Thuja","plicata","","","","","Thuja plicata"
"703","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Whipcord'","western redcedar","Cupressaceae","Garden Origin","!SC","NURS (1)                                                 ","2018-0229"," "," "," ","PNW","Thuja","plicata","","","","","Thuja plicata"
"704","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Atrovirens'","Western redcedar","Cupressaceae","Garden Origin","!TC","6A (7)                                                 ","1977-0106"," "," "," ","Sunset","Thuja","plicata","","","","","Thuja plicata"
"705","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","135B (1)                                                 ","1973-0893"," "," "," ","Sunset","Thuja","plicata","","","","","Thuja plicata"
"706","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","6A (1)                                                 ","2014-0137"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"707","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","74T (1)                                                 ","2014-0094"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"708","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","135B (3)                                                 ","1994-0783"," "," "," ","VD-Seedling","Thuja","plicata","","","","","Thuja plicata"
"709","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","85 (1), 47 (1)","1973-0027"," "," "," ","Sunset","Thuja","plicata","","","","","Thuja plicata"
"710","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","58A (1)                                                 ","2014-0136"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"711","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Rogersii'","dwarf Western redcedar","Cupressaceae","Garden Origin","!SC","52 (1)                                                 ","1988-0213"," "," "," ","Reprop","Thuja","plicata","","","","","Thuja plicata"
"712","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","35D (1)                                                 ","2014-0135"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"713","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","135C (23), 152 (6), 135B (1)","1995-0720"," "," "," ","Hutchinson","Thuja","plicata","","","","","Thuja plicata"
"714","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Aurea'","golden Western redcedar","Cupressaceae","Garden Origin","!TC","22B (1)                                                 ","1973-0841"," "," "," ","Sunset","Thuja","plicata","","","","","Thuja plicata"
"715","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","74T (1)                                                 ","2014-0072"," "," "," ","Pre-dates VanDusen","Thuja","plicata","","","","","Thuja plicata"
"716","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Filiformis'","threadleaf Western redcedar","Cupressaceae","Garden Origin","!TC","22A (1)                                                 ","1973-0453"," "," "," ","Alpine GC","Thuja","plicata","","","","","Thuja plicata"
"717","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","84B (1)                                                 ","2019-0242"," "," "," ","VD-Seedling","Thuja","plicata","","","","","Thuja plicata"
"718","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata","Western redcedar","Cupressaceae","W North America","!TC","137F (1)                                                 ","2015-0176"," "," "," ","Misc.","Thuja","plicata","","","","","Thuja plicata"
"719","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Rogersii'","dwarf Western redcedar","Cupressaceae","Garden Origin","!SC","77 (1)                                                 ","1973-0797"," "," "," ","Ross, C","Thuja","plicata","","","","","Thuja plicata"
"720","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Emerald Giant'","Western redcedar","Cupressaceae","Garden Origin","!TC","117 (1)                                                 ","1995-0496"," "," "," ","Misc.","Thuja","plicata","","","","","Thuja plicata"
"721","Thuja plicata","Thuja","Thuja plicata",NA,NA,"Cedar",NA,"Y","N","Y","leaves, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja plicata 'Filiformis'","threadleaf Western redcedar","Cupressaceae","Garden Origin","!TC","137E (1)                                                 ","1994-0003"," "," "," ","Reprop","Thuja","plicata","","","","","Thuja plicata"
"722","Tradescantia virginiana","Tradescantia","Tradescantia virginiana",NA,NA,"Spiderwort",NA,"Y","N","N","","N","Cultural","",NA,"Ornamentals","","",NA,NA,NA,NA,"","","","","","","Ornamental Features (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Tradescantia virginiana 'Caerulea Plena'","double spiderwort","Commelinaceae","Garden Origin","!HD","68 (9)                                                 ","2002-0441"," "," "," ","Valleybrook","Tradescantia","virginiana","","","","","Tradescantia virginiana"
"723","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis","eastern hemlock","Pinaceae","ENA","!TC","80B (1)                                                 ","1976-0297"," "," "," ","Sunset","Tsuga","canadensis","","","","","Tsuga canadensis"
"724","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Curley'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","66 (1)                                                 ","1981-0580"," "," "," ","Wollenberg","Tsuga","canadensis","","","","","Tsuga canadensis"
"725","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Hussii'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","53 (1), 52 (2), 136 (1), 15A (1)","1973-0707"," "," "," ","Lohbrunner","Tsuga","canadensis","","","","","Tsuga canadensis"
"726","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Pendula'","Sargent's weeping hemlock","Pinaceae","Garden Origin","!SC","70 (1)                                                 ","1973-0791"," "," "," ","Ross, C","Tsuga","canadensis","","","","","Tsuga canadensis"
"727","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Pendula'","Sargent's weeping hemlock","Pinaceae","Garden Origin","!SC","56 (5), 71 (2)","1972-0146"," "," "," ","Lohbrunner","Tsuga","canadensis","","","","","Tsuga canadensis"
"728","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Curley'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","135C (1), 136 (1), 56 (3)","1989-0273"," "," "," ","Alpine GC","Tsuga","canadensis","","","","","Tsuga canadensis"
"729","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Pendula'","Sargent's weeping hemlock","Pinaceae","Garden Origin","!SC","52 (1)                                                 ","1996-1155"," "," "," ","Sunset","Tsuga","canadensis","","","","","Tsuga canadensis"
"730","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Jeddeloh'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","51 (2), 137E (1), TR03 (1)","1988-0210"," "," "," ","Reprop","Tsuga","canadensis","","","","","Tsuga canadensis"
"731","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Minuta'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","56 (1)                                                 ","2008-0379"," "," "," ","PNW","Tsuga","canadensis","","","","","Tsuga canadensis"
"732","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Pendula'","Sargent's weeping hemlock","Pinaceae","Garden Origin","!SC","137E (1)                                                 ","1996-1240"," "," "," ","Southlands","Tsuga","canadensis","","","","","Tsuga canadensis"
"733","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Little Joe'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","56 (1)                                                 ","2008-0378"," "," "," ","PNW","Tsuga","canadensis","","","","","Tsuga canadensis"
"734","Tsuga canadensis","Tsuga","Tsuga canadensis",NA,NA,"Hemlock",NA,"Y","N","Y","leaves, tea, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Tsuga canadensis 'Horsford Contorted'","dwarf eastern hemlock","Pinaceae","Garden Origin","!SC","NURS (1)                                                 ","2020-0107"," "," "," ","PNW","Tsuga","canadensis","","","","","Tsuga canadensis"
