"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","Accession","Name","Taxonomy","Origin","Repository","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"309","Glycyrrhiza lepidota","Glycyrrhiza","Glycyrrhiza lepidota",NA,NA,"Wild-licorice",NA,"Y","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","CN 105037","","Glycyrrhiza lepidota Pursh","Alberta, Canada","PGRC","Glycyrrhiza","lepidota","","","","","Glycyrrhiza lepidota"
"310","Hedysarum sulphurescens","Hedysarum","Hedysarum sulphurescens",NA,NA,"Sainfoin",NA,"Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","","CN 108917","","Hedysarum sulphurescens Rydb.","Alberta, Canada","PGRC","Hedysarum","sulphurescens","","","","","Hedysarum sulphurescens"
"311","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27964","CHC 2038","Hordeum jubatum L.","British Columbia, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"312","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27953","CHC 2026","Hordeum jubatum L.","Alberta, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"313","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27942","CHC 2014","Hordeum jubatum L.","Saskatchewan, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"314","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27963","CHC 2037","Hordeum jubatum L.","British Columbia, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"315","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27946","CHC 2018","Hordeum jubatum L.","Alberta, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"316","Hordeum jubatum","Hordeum","Hordeum jubatum",NA,NA,"Barley",NA,"Y","Y","Y","foxtail barley; grains","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 27940","CHC 2011","Hordeum jubatum L.","Saskatchewan, Canada","PGRC","Hordeum","jubatum","","","","","Hordeum jubatum"
"317","Lathyrus venosus","Lathyrus","Lathyrus venosus",NA,NA,"Lathyrus",NA,"N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","","CN 108978","CN 108978","Lathyrus venosus Muhl. ex Willd.","Saskatchewan, Canada","PGRC","Lathyrus","venosus","","","","","Lathyrus venosus"
"318","Leymus innovatus","Leymus","Leymus innovatus",NA,NA,"Wheat",NA,"N","Y","N","","Y","Food","",NA,"Cereals and pseudocereals","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","CN 37516","R-27a","Leymus innovatus (Beal) Pilg.","Alberta, Canada","PGRC","Leymus","innovatus","","","","","Leymus innovatus"
"319","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52934","W-1","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"320","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52929","C-4","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"321","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52928","PGR 16608","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"322","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52930","C-5","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"323","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52933","C-11","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"324","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52932","C-9","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"325","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52931","C-6","Leymus mollis (Trin.) Pilg.","Québec, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"326","Leymus mollis","Leymus","Leymus mollis",NA,NA,"Barley","Wheat","N","Y","Y","wild rye grass; grains","Y","Food","","Food","Cereals and pseudocereals","","","Cereals and pseudocereals","1C",1,"Tertiary","","Heat Tolerance (AB)","Salt Tolerance (AB)","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 52927","GP-1","Leymus mollis (Trin.) Pilg.","New Brunswick, Canada","PGRC","Leymus","mollis","","","","","Leymus mollis"
"327","Linum lewisii","Linum","Linum lewisii",NA,NA,"Flax",NA,"N","Y","N","","Y","Materials","",NA,"Materials","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","CN 37517","R-35","Linum lewisii Pursh","Alberta, Canada","PGRC","Linum","lewisii","","","","","Linum lewisii"
"328","Linum lewisii","Linum","Linum lewisii",NA,NA,"Flax",NA,"N","Y","N","","Y","Materials","",NA,"Materials","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","CN 107284","","Linum lewisii Pursh","Alberta, Canada","PGRC","Linum","lewisii","","","","","Linum lewisii"
"329","Linum lewisii","Linum","Linum lewisii",NA,NA,"Flax",NA,"N","Y","N","","Y","Materials","",NA,"Materials","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","CN 19186","TMP-1516","Linum lewisii Pursh","Saskatchewan, Canada","PGRC","Linum","lewisii","","","","","Linum lewisii"
"330","Linum rigidum","Linum","Linum rigidum",NA,NA,"Flax",NA,"Y","Y","N","","Y","Materials","",NA,"Materials","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","","CN 111387","","Linum rigidum Pursh","Saskatchewan, Canada","PGRC","Linum","rigidum","","","","","Linum rigidum"
"331","Monarda fistulosa","Monarda","Monarda fistulosa",NA,NA,"Monarda",NA,"N","N","Y","leaves, tea","Y","Cultural","",NA,"Medicinals","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 108925","","Monarda fistulosa L.","Alberta, Canada","PGRC","Monarda","fistulosa","","","","","Monarda fistulosa"
"332","Monarda fistulosa","Monarda","Monarda fistulosa",NA,NA,"Monarda",NA,"N","N","Y","leaves, tea","Y","Cultural","",NA,"Medicinals","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 105131","","Monarda fistulosa L.","Manitoba, Canada","PGRC","Monarda","fistulosa","","","","","Monarda fistulosa"
"333","Monarda fistulosa","Monarda","Monarda fistulosa",NA,NA,"Monarda",NA,"N","N","Y","leaves, tea","Y","Cultural","",NA,"Medicinals","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 108924","","Monarda fistulosa L.","Saskatchewan, Canada","PGRC","Monarda","fistulosa","","","","","Monarda fistulosa"
"334","Monarda fistulosa","Monarda","Monarda fistulosa",NA,NA,"Monarda",NA,"N","N","Y","leaves, tea","Y","Cultural","",NA,"Medicinals","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 105133","","Monarda fistulosa L.","Saskatchewan, Canada","PGRC","Monarda","fistulosa","","","","","Monarda fistulosa"
"335","Monarda fistulosa","Monarda","Monarda fistulosa",NA,NA,"Monarda",NA,"N","N","Y","leaves, tea","Y","Cultural","",NA,"Medicinals","Ornamentals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 108926","","Monarda fistulosa L.","Alberta, Canada","PGRC","Monarda","fistulosa","","","","","Monarda fistulosa"
"336","Prunus pensylvanica","Prunus","Prunus pensylvanica",NA,NA,"Apricot, Cherry, Peach, Plum","Almond","Y","Y","Y","fruit","Y","Food","Cultural","Food","Fruits","Ornamentals","Materials","Nuts","1A",1,"Progenitor","Graftstock","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 43974","PGR 17482","Prunus pensylvanica L. f.","Ontario, Canada","PGRC","Prunus","pensylvanica","","","","","Prunus pensylvanica"
"337","Rubus idaeus subsp. idaeus","Rubus","Rubus idaeus","subsp.","idaeus","Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots, leaves for tea","N","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102490","Native 'St. John's, NFL'","Rubus idaeus L. subsp. idaeus","Newfoundland and Labrador, Canada","CCG","Rubus","idaeus","","idaeus","subsp.","idaeus","Rubus idaeus"
"338","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102454","RUB0221","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"339","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102457","RUB0224","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"340","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102456","RUB0223","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"341","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102458","RUB0225","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"342","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102452","RUB0219","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"343","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102451","RUB0218","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"344","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102459","RUB0226","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"345","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102453","RUB0220","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"346","Rubus spectabilis","Rubus","Rubus spectabilis",NA,NA,"Blackberry, Raspberry",NA,"Y","Y","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102455","RUB0222","Rubus spectabilis Pursh","British Columbia, Canada","CCG","Rubus","spectabilis","","","","","Rubus spectabilis"
"347","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33984","Vander Kloet 121778","Vaccinium corymbosum L.","Ontario, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"348","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33983","Vander Kloet 220778","Vaccinium corymbosum L.","Ontario, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"349","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33982","Vander Kloet 215778","Vaccinium corymbosum L.","Ontario, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"350","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33986","Vander Kloet 228778","Vaccinium corymbosum L.","Ontario, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"351","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33987","Vander Kloet 423878","Vaccinium corymbosum L.","Nova Scotia, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"352","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum",NA,NA,"Blueberry",NA,"Y","Y","Y","fruit, leaves and fruit as tea","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 33985","Vander Kloet 124778","Vaccinium corymbosum L.","Ontario, Canada","PGRC","Vaccinium","corymbosum","","","","","Vaccinium corymbosum"
"353","Viburnum rafinesqueanum","Viburnum","Viburnum rafinesqueanum",NA,NA,"Highbush cranberry",NA,"Y","N","Y","fruit","Y","Cultural","",NA,"Ornamentals","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 31555","PGR 2793","Viburnum rafinesqueanum Schult.","Ontario, Canada","PGRC","Viburnum","rafinesqueanum","","","","","Viburnum rafinesqueanum"
"354","Vicia americana","Vicia","Vicia americana",NA,NA,"Vetch",NA,"N","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 108939","","Vicia americana Muhl. ex Willd.","Manitoba, Canada","PGRC","Vicia","americana","","","","","Vicia americana"
"355","Vicia americana","Vicia","Vicia americana",NA,NA,"Vetch",NA,"N","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 111376","CN 111376","Vicia americana Muhl. ex Willd.","Manitoba, Canada","PGRC","Vicia","americana","","","","","Vicia americana"
"356","Vicia americana","Vicia","Vicia americana",NA,NA,"Vetch",NA,"N","Y","Y","seeds","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","CN 37543","R-12","Vicia americana Muhl. ex Willd.","British Columbia, Canada","PGRC","Vicia","americana","","","","","Vicia americana"
