SPECIES,TAXON,scientificName,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,CATEGORY,TIER,WUS,ROUNDED_N_RANK,ROUNDED_G_RANK,COSEWIC_DESC,CWR,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL
Rubus idaeus,Rubus idaeus subsp. strigosus,Rubus idaeus subsp. strigosus (Michx.) Focke,"Blackberry, Raspberry",1A,1,Y,N5,T5,,Y,659,38,621,11,11,0,Y,Y,Rubus,subsp.,strigosus,"fruit, shoots, leaves for tea",Y,Food,,NA,Fruits,,,NA,Primary
Rubus lasiococcus,Rubus lasiococcus,Rubus lasiococcus A.Gray,"Blackberry, Raspberry",1C,1,Y,N3,G5,,Y,10,0,10,0,0,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus leucodermis,Rubus leucodermis,Rubus leucodermis Douglas ex Hook.,"Blackberry, Raspberry",1A,1,Y,N5,G5,,Y,58,1,57,3,0,3,,Y,Rubus,NA,NA,"fruit, shoots",Y,Food,,NA,Fruits,,,NA,Primary
Rubus nivalis,Rubus nivalis,Rubus nivalis Douglas ex Hook.,"Blackberry, Raspberry",1C,1,Y,N3,G4,,Y,2,0,2,0,0,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus nutkanus,Rubus nutkanus,Rubus nutkanus Moc. ex Ser.,"Blackberry, Raspberry",1B,1,Y,N5,G5,,Y,45,0,45,2,0,2,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary
Rubus occidentalis,Rubus occidentalis,Rubus occidentalis L.,"Blackberry, Raspberry",1A,1,Y,N5,G5,,Y,241,3,238,4,2,2,,Y,Rubus,NA,NA,"fruit, greens, shoots]",Y,Food,,NA,Fruits,,,NA,Primary
Rubus odoratus,Rubus odoratus,Rubus odoratus L.,"Blackberry, Raspberry",1B,1,Y,N5,G5,,Y,37,22,15,7,7,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary
Rubus paracaulis,Rubus paracaulis,Rubus paracaulis L.H. Bailey,"Blackberry, Raspberry",1C,1,Y,NNA,GNA,,Y,0,0,0,0,0,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus pedatus,Rubus pedatus,Rubus pedatus Sm.,"Blackberry, Raspberry",1C,1,Y,N5,G5,,Y,23,7,16,4,4,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus pensilvanicus,Rubus pensilvanicus,Rubus pensilvanicus Poir.,"Blackberry, Raspberry",1C,1,Y,NNR,G5,,Y,4,0,4,0,0,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus recurvicaulis,Rubus recurvicaulis,Rubus recurvicaulis Blanchard,"Blackberry, Raspberry",1C,1,Y,NA,NA,,Y,0,0,0,0,0,0,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus setosus,Rubus setosus,Rubus setosus Bigelow,"Blackberry, Raspberry",1C,1,Y,NA,NA,,Y,2,0,2,2,0,2,,Y,Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Rubus spectabilis,Rubus spectabilis,Rubus spectabilis Pursh,"Blackberry, Raspberry",1A,1,Y,N5,G5,,Y,81,15,66,9,0,9,,Y,Rubus,NA,NA,"fruit, shoots",Y,Food,,NA,Fruits,,,NA,Primary
Rubus ursinus,Rubus ursinus,Rubus ursinus Cham. & Schltdl.,"Blackberry, Raspberry",1A,1,Y,N5,G5,,Y,85,0,85,0,0,0,,Y,Rubus,NA,NA,"fruit, leaves as tea",Y,Food,,NA,Fruits,,,NA,Primary
Rumex occidentalis,Rumex occidentalis,Rumex occidentalis (Michx.) S.Watson,Dock,NA,NA,Y,N5,T5,,N,0,0,0,0,0,0,,Y,Rumex,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Sagittaria latifolia,Sagittaria latifolia,Sagittaria latifolia Willd.,Arrowshead,NA,NA,Y,N5,G5,,N,10,8,2,2,2,0,,Y,Sagittaria,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Salix arctica,Salix arctica,Salix arctica Pall.,Willow,2,2,Y,NNR,G5,,Y,3,3,0,1,1,0,,Y,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix arctophila,Salix arctophila,Salix arctophila Cockerell ex A.Heller,Willow,2,2,Y,N5,G5,,Y,3,3,0,0,0,0,,Y,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix barclayi,Salix barclayi,Salix barclayi Andersson,Willow,2,2,Y,N5,G5,,Y,1,1,0,1,1,0,,Y,Salix,NA,NA,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix discolor,Salix discolor,Salix discolor Muhl.,Willow,2,2,N,N5,G5,,Y,49,16,33,26,5,21,,Y,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Salix exigua,Salix exigua,Salix exigua Nutt.,Willow,2,2,Y,NNR,G5,,Y,7,0,7,0,0,0,,Y,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix lucida,Salix lucida,Salix lucida Muhl.,Willow,2,2,Y,N5,G5,,Y,13,13,0,13,13,0,,Y,Salix,NA,NA,,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix discolor,Salix nigra,Salix nigra Marshall,Willow,2,2,N,N4,G5,,Y,49,16,33,12,1,11,,Y,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Salix discolor,Salix pellita,Salix pellita Andersson,Willow,2,2,N,N5,G5,,Y,49,16,33,1,0,1,,Y,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Salix planifolia,Salix planifolia,Salix planifolia Pursh,Willow,2,2,Y,N5,G5,,Y,4,4,0,2,2,0,,Y,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix pulchra,Salix pulchra,Salix pulchra Cham.,Willow,2,2,Y,N5,T5,,Y,0,0,0,0,0,0,,Y,Salix,NA,NA,"buds, leaves, shoots",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix reticulata,Salix reticulata,Salix reticulata L.,Willow,2,2,Y,N5,G5,,Y,0,0,0,0,0,0,,Y,Salix,NA,NA,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix richardsonii,Salix richardsonii,Salix richardsonii Hook.,Willow,2,2,Y,N5,G5,,Y,0,0,0,0,0,0,,Y,Salix,NA,NA,"buds, leaves",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA
Salix scouleriana,Salix scouleriana,Salix scouleriana Barratt,Willow,2,2,Y,N5,G5,,Y,2,2,0,1,1,0,,Y,Salix,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Salix sitchensis,Salix sitchensis,Salix sitchensis Sanson ex Bong.,Willow,2,2,Y,N5,G5,,Y,4,3,1,2,2,0,,Y,Salix,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Sambucus canadensis,Sambucus canadensis,Sambucus canadensis L.,Elderberry,2,2,Y,NNR,G5,,Y,122,55,67,21,5,16,,Y,Sambucus,NA,NA,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA
Sambucus cerulea,Sambucus cerulea,Sambucus cerulea Raf.,Elderberry,2,2,Y,N5,T5,,Y,0,0,0,0,0,0,,Y,Sambucus,NA,NA,"fruit, flowers (as WUS not as CWR, CWR assigned for ornamental value)",Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA
Sambucus racemosa,Sambucus racemosa,Sambucus racemosa L.,Elderberry,2,2,Y,N5,G5,,Y,54,9,45,14,0,14,,Y,Sambucus,NA,NA,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA
Sanicula marilandica,Sanicula marilandica,Sanicula marilandica L.,Sanicula,NA,NA,Y,N5,G5,,N,1,1,0,1,1,0,,Y,Sanicula,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Schizachyrium scoparium,Schizachyrium scoparium,Schizachyrium scoparium (Michx.) Nash,Bluestem,2,2,N,N5,G5,,Y,173,23,150,3,3,0,Y,N,Schizachyrium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Schizachyrium scoparium,Schizachyrium scoparium subsp. scoparium,Schizachyrium scoparium subsp. scoparium,Bluestem,2,2,N,NA,NA,,Y,173,23,150,3,3,0,Y,Y,Schizachyrium,subsp.,scoparium,,Y,Food,,NA,Forage and Feed,,,NA,NA
Schoenoplectus acutus,Schoenoplectus acutus,Schoenoplectus acutus (Muhl. ex Bigelow) Á.Löve & D.Löve,Tule,NA,NA,Y,N5,G5,,N,20,2,18,0,0,0,Y,N,Schoenoplectus,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Schoenoplectus acutus,Schoenoplectus acutus var. acutus,Schoenoplectus acutus var. acutus,Tule,NA,NA,Y,N5,T5,,N,20,2,18,0,0,0,Y,Y,Schoenoplectus,var.,acutus,,Y,Food,,NA,Vegetables,,,NA,NA
Schoenoplectus acutus,Schoenoplectus acutus var. occidentalis,Schoenoplectus acutus var. occidentalis (S.Watson) S.G.Sm.,Tule,NA,NA,Y,NNR,T4,,N,20,2,18,0,0,0,,Y,Schoenoplectus,var.,occidentalis,,Y,Food,,NA,Vegetables,,,NA,NA
Sedum divergens,Sedum divergens,Sedum divergens S.Watson,Sedum,NA,NA,Y,N5,G5,,N,4,4,0,1,1,0,,Y,Sedum,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Sedum oreganum,Sedum oreganum,Sedum oreganum Nutt. ex Torr. & A.Gray,Sedum,NA,NA,Y,N5,G5,,N,10,10,0,0,0,0,N,N,Sedum,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Sedum oreganum,Sedum oreganum subsp. oreganum,Sedum oreganum subsp. oreganum,Sedum,NA,NA,Y,NNR,TNR,,N,10,10,0,NA,NA,NA,N,Y,Sedum,subsp.,oreganum,,Y,Food,,NA,Vegetables,,,NA,NA
Sedum oreganum,Sedum oreganum subsp. tenue,Sedum oreganum subsp. tenue R.T.Clausen,Sedum,NA,NA,Y,NNR,TNR,,N,10,10,0,NA,NA,NA,N,Y,Sedum,subsp.,tenue,,Y,Food,,NA,Vegetables,,,NA,NA
Sedum spathulifolium,Sedum spathulifolium,Sedum spathulifolium Hook.,Sedum,NA,NA,Y,N5,G5,,N,36,31,5,5,5,0,Y,N,Sedum,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Sedum spathulifolium,Sedum spathulifolium var. pruinosum,Sedum spathulifolium var. pruinosum (Britton) B.Boivin,Sedum,NA,NA,Y,N5,T4,,N,36,31,5,5,5,0,Y,Y,Sedum,var.,pruinosum,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Shepherdia argentea,Shepherdia argentea,Shepherdia argentea (Pursh) Nutt.,Buffaloberry,NA,NA,Y,N4,G5,,N,24,4,20,3,1,2,,Y,Shepherdia,NA,NA,fruit,Y,Food,Food,NA,Fruits,,,NA,NA
Shepherdia canadensis,Shepherdia canadensis,Shepherdia canadensis (L.) Nutt.,Buffaloberry,NA,NA,Y,N5,G5,,N,26,25,1,15,15,0,,Y,Shepherdia,NA,NA,fruit,Y,Food,Food,NA,Fruits,,,NA,NA
Silphium integrifolium,Silphium integrifolium,Silphium integrifolium Michx.,Rosinweed,1A,1,Y,NNA,G5,,Y,5,1,4,0,0,0,Y,N,Silphium,NA,NA,potential as an oilseed crop (see Reinert 2019),N,Food,Medicinals,NA,Oils,Medicinals,,NA,Primary
Silphium integrifolium,Silphium integrifolium var. laeve,Silphium integrifolium var. laeve Torr. & A.Gray,Rosinweed,1A,1,Y,NNA,T4,,Y,5,1,4,0,0,0,Y,Y,Silphium,var.,laeve,potential as an oilseed crop (see Reinert 2019),N,Food,Medicinals,NA,Oils,Medicinals,,NA,Primary
Ribes oxyacanthoides,Ribes oxyacanthoides var. setosum,Ribes oxyacanthoides var. setosum (Lindl.) Dorn,"Currant, Gooseberry",1B,1,Y,N2,T4,,Y,9,1,8,0,0,0,Y,Y,Ribes,var.,setosum,fruit,Y,Food,,NA,Fruits,,,NA,Secondary
Silphium perfoliatum,Silphium perfoliatum,Silphium perfoliatum L.,Rosinweed,1B,1,Y,N2,G5,,Y,33,8,25,0,0,0,Y,N,Silphium,NA,NA,potential as an oilseed crop (see Reinert 2019),Y,Food,Medicinals,NA,Oils,Medicinals,,NA,Secondary
Sium suave,Sium suave,Sium suave Walter,Water-parsnip,NA,NA,Y,N5,G5,,N,4,1,3,0,0,0,,Y,Sium,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Sorbus americana,Sorbus americana,Sorbus americana Marsh,Rowan,2,2,Y,N5,G5,,Y,27,15,12,21,13,8,,Y,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Sorbus decora,Sorbus decora,Sorbus decora (Sarg.) C.K.Schneid.,Rowan,2,2,Y,N5,G5,,Y,31,21,10,15,6,9,,Y,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Sorbus scopulina,Sorbus scopulina,Sorbus scopulina Greene,Rowan,2,2,Y,NNR,G5,,Y,13,0,13,0,0,0,,Y,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Sorbus sitchensis,Sorbus sitchensis,Sorbus sitchensis M.Roem.,Rowan,2,2,Y,N5,G5,,Y,12,5,7,0,0,0,Y,N,Sorbus,NA,NA,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Sorbus sitchensis,Sorbus sitchensis var. grayi,Sorbus sitchensis var. grayi (Wenz.) C.L.Hitchc.,Rowan,2,2,Y,N5,T5,,Y,12,5,7,5,5,0,Y,Y,Sorbus,var.,grayi,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Sorbus sitchensis,Sorbus sitchensis var. sitchensis,Sorbus sitchensis var. sitchensis,Rowan,2,2,Y,N5,T5,,Y,12,5,7,5,5,0,Y,Y,Sorbus,var.,sitchensis,fruit,Y,Forest Resources,Food,NA,Forest Resources,Fruits,,NA,NA
Spiraea douglasii,Spiraea douglasii,Spiraea douglasii Hook.,Meadowsweet,NA,NA,Y,N5,G5,,N,13,4,9,2,1,1,N,N,Spiraea,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Spiraea douglasii,Spiraea douglasii var. douglasii,Spiraea douglasii f. douglasii,Meadowsweet,NA,NA,Y,NNR,T5,,N,13,4,9,NA,NA,NA,N,Y,Spiraea,var.,douglasii,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Spiraea douglasii,Spiraea douglasii var. menziesii,Spiraea douglasii var. menziesii (Hook.) C.Presl,Meadowsweet,NA,NA,Y,N5,T5,,N,13,4,9,NA,NA,NA,N,Y,Spiraea,var.,menziesii,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Symphoricarpos albus,Symphoricarpos albus,Symphoricarpos albus (L.) C.Koch,Snowberry,NA,NA,Y,N5,G5,,N,76,55,21,13,12,1,N,N,Symphoricarpos,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Symphoricarpos albus,Symphoricarpos albus var. albus,Symphoricarpos albus var. albus,Snowberry,NA,NA,Y,N5,T5,,N,76,55,21,NA,NA,NA,N,Y,Symphoricarpos,var.,albus,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Symphoricarpos albus,Symphoricarpos albus var. laevigatus,Symphoricarpos albus var. laevigatus (Fernald) S.F.Blake,Snowberry,NA,NA,Y,N5,T5,,N,76,55,21,NA,NA,NA,N,Y,Symphoricarpos,var.,laevigatus,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Taxus brevifolia,Taxus brevifolia,Taxus brevifolia Nutt.,Yew,2,2,Y,N5,G5,,Y,9,4,5,2,2,0,,Y,Taxus,NA,NA,medicinal properties,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA
Taxus canadensis,Taxus canadensis,Taxus canadensis Marshall,Yew,2,2,Y,N5,G5,,Y,25,19,6,12,8,4,,Y,Taxus,NA,NA,"twigs, fruit",Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA
Thuja occidentalis,Thuja occidentalis,Thuja occidentalis L.,Cedar,2,2,Y,N5,G5,,Y,1776,1632,144,193,58,135,,Y,Thuja,NA,NA,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Thuja plicata,Thuja plicata,Thuja plicata Donn ex D.Don,Cedar,2,2,Y,N5,G5,,Y,74,61,13,10,0,10,,Y,Thuja,NA,NA,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Tilia americana,Tilia americana,Tilia americana L.,Linden,2,2,Y,N5,G5,,Y,101,79,22,50,35,15,,Y,Tilia,NA,NA,"leaves, inner bark, buds, twigs",Y,Forest Resources,Ornamentals,NA,Forest Resources,Ornamentals,,NA,NA
Tradescantia occidentalis,Tradescantia occidentalis,Tradescantia occidentalis (Britton) Smyth,Spiderwort,2,2,N,N1,G5,,Y,2,0,2,0,0,0,Y,N,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA
Tradescantia occidentalis,Tradescantia occidentalis var. occidentalis,Tradescantia occidentalis var. occidentalis,Spiderwort,2,2,N,N1,T5,,Y,2,0,2,0,0,0,Y,Y,Tradescantia,var.,occidentalis,,N,Ornamentals,,NA,Ornamentals,,,NA,NA
Tradescantia ohiensis,Tradescantia ohiensis,Tradescantia ohiensis Raf.,Spiderwort,2,2,N,N2,G5,,Y,9,0,9,0,0,0,,Y,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA
Tradescantia virginiana,Tradescantia virginiana,Tradescantia virginiana L.,Spiderwort,2,2,N,NNA,G5,,Y,3,2,1,0,0,0,,Y,Tradescantia,NA,NA,,N,Ornamentals,,NA,Ornamentals,,,NA,NA
Trifolium cyathiferum,Trifolium cyathiferum,Trifolium cyathiferum Lindl.,Clover,2,2,N,N3,G4,,Y,11,0,11,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium depauperatum,Trifolium depauperatum,Trifolium depauperatum Desv.,Clover,2,2,N,N3,G5,,Y,7,0,7,0,0,0,Y,N,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium depauperatum,Trifolium depauperatum var. depauperatum,Trifolium depauperatum Desv. var. depauperatum,Clover,2,2,N,N3,T5,,Y,7,0,7,0,0,0,Y,Y,Trifolium,var.,depauperatum,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium dichotomum,Trifolium dichotomum,Trifolium dichotomum Hook. & Arn.,Clover,2,2,N,N2,G4,,Y,4,0,4,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium microcephalum,Trifolium microcephalum,Trifolium microcephalum Pursh,Clover,2,2,N,N5,G5,,Y,23,0,23,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium microdon,Trifolium microdon,Trifolium microdon Hook. & Arn.,Clover,2,2,N,N5,G5,,Y,6,0,6,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium oliganthum,Trifolium oliganthum,Trifolium oliganthum Steud.,Clover,2,2,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium variegatum,Trifolium variegatum,Trifolium variegatum Nutt.,Clover,2,2,N,N5,G5,,Y,20,0,20,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium willdenovii,Trifolium willdenovii,Trifolium willdenovii Spreng.,Clover,2,2,N,N5,G5,,Y,18,0,18,0,0,0,,Y,Trifolium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Trifolium wormskioldii,Trifolium wormskioldii,Trifolium wormskioldii Lehm.,Clover,2,2,Y,N5,G5,,Y,33,0,33,0,0,0,,Y,Trifolium,NA,NA,rhizomes,Y,Food,,NA,Forage and Feed,,,NA,NA
Triglochin maritima,Triglochin maritima,Triglochin maritima L.,Arrowgrass,NA,NA,Y,NNR,GNR,,N,14,3,11,1,1,0,,Y,Triglochin,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Tsuga canadensis,Tsuga canadensis,Tsuga canadensis (L.) Carrière,Hemlock,2,2,Y,N5,G4,,Y,621,176,445,219,9,210,,Y,Tsuga,NA,NA,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Tsuga heterophylla,Tsuga heterophylla,Tsuga heterophylla (Raf.) Sarg.,Hemlock,2,2,Y,N5,G5,,Y,23,11,12,9,0,9,,Y,Tsuga,NA,NA,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Tsuga mertensiana,Tsuga mertensiana,Tsuga mertensiana (Bong.) Carrière,Hemlock,2,2,Y,N5,G5,,Y,27,17,10,11,5,6,,Y,Tsuga,NA,NA,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Typha latifolia,Typha latifolia,Typha latifolia L.,Cattail,NA,NA,Y,N5,G5,,N,26,4,22,0,0,0,,Y,Typha,NA,NA,"greens, rhizomes, shoots",Y,Food,,NA,Vegetables,,,NA,NA
Ulmus americana,Ulmus americana,Ulmus americana L.,Elm,2,2,Y,N5,G4,,Y,351,298,53,277,234,43,,Y,Ulmus,NA,NA,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,NA
Ulmus rubra,Ulmus rubra,Ulmus rubra Muhl.,Elm,2,2,Y,N5,G5,,Y,36,19,17,16,2,14,,Y,Ulmus,NA,NA,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,Ornamentals,NA,NA
Ulmus thomasii,Ulmus thomasii,Ulmus thomasii Sarg.,Elm,2,2,Y,N4,G5,,Y,8,5,3,0,0,0,,Y,Ulmus,NA,NA,seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Urtica dioica,Urtica dioica,Urtica dioica L.,Nettle,NA,NA,Y,N5,G5,,N,13,8,5,0,0,0,Y,N,Urtica,NA,NA,,N,Food,,NA,Vegetables,,,NA,NA
Urtica dioica,Urtica dioica subsp. dioica,Urtica dioica L. subsp. dioica,Nettle,NA,NA,Y,NNA,T5,,N,13,8,5,0,0,0,Y,Y,Urtica,subsp.,dioica,,N,Food,,NA,Vegetables,,,NA,NA
Vaccinium angustifolium,Vaccinium angustifolium,Vaccinium angustifolium Aiton,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,82,20,62,14,6,8,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium boreale,Vaccinium boreale,Vaccinium boreale I.V.Hall & Aalders,"Blueberry, Cranberry",1B,1,Y,N4,G4,,Y,9,0,9,2,0,2,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary
Vaccinium cespitosum,Vaccinium cespitosum,Vaccinium cespitosum Michx.,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,17,4,13,3,3,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium corymbosum L.,"Blueberry, Cranberry",1A,1,Y,N4,G5,,Y,342,32,310,17,1,16,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium deliciosum,Vaccinium deliciosum,Vaccinium deliciosum Piper,"Blueberry, Cranberry",1B,1,Y,N5,G5,,Y,13,2,11,2,2,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary
Vaccinium macrocarpon,Vaccinium macrocarpon,Vaccinium macrocarpum Aiton,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,161,6,155,5,2,3,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium membranaceum,Vaccinium membranaceum,Vaccinium membranaceum Douglas ex Hook.,"Blueberry, Cranberry",1B,1,Y,N5,G5,,Y,82,8,74,5,4,1,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary
Vaccinium microcarpum,Vaccinium microcarpum,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh. ex Busch,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,0,0,0,0,0,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium myrtilloides,Vaccinium myrtilloides,Vaccinium myrtilloides Michx.,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,21,8,13,11,6,5,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Primary
Vaccinium myrtillus,Vaccinium myrtillus,Vaccinium myrtillus L.,"Blueberry, Cranberry",1A,1,Y,N5,G5,,Y,46,1,45,1,1,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,Primary
Vaccinium nubigenum,Vaccinium nubigenum,Vaccinium nubigenum Fernald,"Blueberry, Cranberry",1C,1,Y,NNA,GNA,,Y,0,0,0,0,0,0,,Y,Vaccinium,NA,NA,newfoundland bilberry; fruits,Y,Food,,NA,Fruits,,,NA,Assume distant
Vaccinium ovalifolium,Vaccinium ovalifolium,Vaccinium ovalifolium Sm.,"Blueberry, Cranberry",1B,1,Y,NNR,GNR,,Y,107,11,96,5,5,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Secondary
Vaccinium ovatum,Vaccinium ovatum,Vaccinium ovatum Pursh,"Blueberry, Cranberry",1C,1,Y,N5,G5,,Y,66,26,40,15,15,0,,Y,Vaccinium,NA,NA,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,Tertiary
