TAXON,SPECIES,TIER,CWR,WUS,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL,CATEGORY
Quercus alba,Quercus alba,2,Y,Y,,Y,G5,N5,,43,27,16,14,14,0,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus bicolor,Quercus bicolor,2,Y,Y,,Y,G5,N4,,85,81,4,39,39,0,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus garryana,Quercus garryana,2,Y,Y,Y,N,G5,N5,,66,66,0,57,57,0,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus garryana var. garryana,Quercus garryana,2,Y,Y,Y,Y,T5,N5,,66,66,0,57,57,0,Oak,Quercus,var.,garryana,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus macrocarpa,Quercus macrocarpa,2,Y,Y,,Y,G5,N5,,158,152,6,86,86,0,Oak,Quercus,NA,NA,"acorns, seed meal",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus muehlenbergii,Quercus muehlenbergii,2,Y,N,,Y,G5,N4,,140,119,21,108,107,1,Oak,Quercus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus palustris,Quercus palustris,2,Y,N,,Y,G5,N4,,26,21,5,6,5,1,Oak,Quercus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus prinoides,Quercus prinoides,2,Y,Y,,Y,G5,N2,,14,12,2,12,11,1,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus rubra,Quercus rubra,2,Y,Y,,Y,G5,N5,,478,466,12,53,52,1,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Quercus velutina,Quercus velutina,2,Y,Y,,Y,G5,N4,,34,26,8,19,19,0,Oak,Quercus,NA,NA,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Rhodiola rosea,Rhodiola rosea,NA,N,Y,,Y,G5,N5,,13,12,1,4,4,0,Rhodiola,Rhodiola,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Rhododendron columbianum,Rhododendron columbianum,NA,N,Y,,Y,NA,NA,,0,0,0,0,0,0,Labrador-tea,Rhododendron,NA,NA,tea,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Rhododendron groenlandicum,Rhododendron groenlandicum,NA,N,Y,,Y,G5,N5,,24,20,4,4,4,0,Labrador-tea,Rhododendron,NA,NA,tea,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Rhus aromatica,Rhus aromatica,2,Y,N,Y,N,G5,N5,,119,82,37,10,10,0,Sumac,Rhus,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Rhus aromatica var. aromatica,Rhus aromatica,2,Y,N,Y,Y,T5,N5,,119,82,37,10,10,0,Sumac,Rhus,var.,aromatica,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Rhus copallinum,Rhus copallinum,2,Y,N,Y,N,G5,N4,,88,37,51,20,18,2,Sumac,Rhus,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Rhus copallinum var. copallinum,Rhus copallinum,2,Y,N,Y,Y,T5,N4,,88,37,51,20,18,2,Sumac,Rhus,var.,copallinum,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Rhus glabra,Rhus glabra,2,Y,N,,Y,G5,N5,,82,56,26,12,11,1,Sumac,Rhus,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Rhus typhina,Rhus typhina,2,Y,N,,Y,G5,N5,,102,55,47,14,2,12,Sumac,Rhus,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2
Ribes acerifolium,Ribes acerifolium,1,Y,Y,,Y,G4,N5,,2,0,2,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Ribes americanum,Ribes americanum,1,Y,Y,,Y,G5,N5,,23,12,11,7,7,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes aureum,Ribes aureum,1,Y,Y,Y,N,G5,N3,,61,27,34,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1A
Ribes aureum var. aureum,Ribes aureum,1,Y,Y,Y,Y,T4,N3,,61,27,34,0,0,0,"Currant, Gooseberry",Ribes,var.,aureum,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1A
Ribes aureum var. villosum,Ribes aureum,1,Y,Y,Y,Y,T4,NNA,,61,27,34,0,0,0,"Currant, Gooseberry",Ribes,var.,villosum,fruit,N,Food,,NA,Fruits,,,NA,Tertiary,1A
Ribes bracteosum,Ribes bracteosum,1,Y,Y,,Y,G5,N5,,30,9,21,9,9,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes cereum,Ribes cereum,1,Y,Y,Y,N,G5,N5,,50,3,47,4,3,1,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Ribes cereum var. cereum,Ribes cereum,1,Y,Y,Y,Y,T5,N5,,50,3,47,4,3,1,"Currant, Gooseberry",Ribes,var.,cereum,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Ribes cynosbati,Ribes cynosbati,1,Y,Y,,Y,G5,N5,,12,6,6,2,2,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes divaricatum,Ribes divaricatum,1,Y,Y,Y,N,G5,N5,,5,2,3,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,"fruit, greens",Y,Food,,NA,Fruits,,,NA,Secondary,1A
Ribes divaricatum var. divaricatum,Ribes divaricatum,1,Y,Y,Y,Y,T5,N5,,5,2,3,0,0,0,"Currant, Gooseberry",Ribes,var.,divaricatum,"fruit, greens",Y,Food,,NA,Fruits,,,NA,Secondary,1A
Ribes hirtellum,Ribes hirtellum,1,Y,Y,Y,Y,G5,N5,,2,0,2,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Progenitor,1A
Ribes hudsonianum,Ribes hudsonianum,1,Y,Y,Y,N,G5,N5,,15,1,14,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,northern black currant; fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes hudsonianum var. hudsonianum,Ribes hudsonianum,1,Y,Y,Y,Y,T5,N5,,15,1,14,0,0,0,"Currant, Gooseberry",Ribes,var.,hudsonianum,northern black currant; fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes hudsonianum var. petiolare,Ribes hudsonianum,1,Y,Y,Y,Y,T5,N5,,15,1,14,0,0,0,"Currant, Gooseberry",Ribes,var.,petiolare,northern black currant; fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes inerme,Ribes inerme,1,Y,Y,Y,N,G5,N5,,15,0,15,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes inerme var. inerme,Ribes inerme,1,Y,Y,Y,Y,T5,N5,,15,0,15,0,0,0,"Currant, Gooseberry",Ribes,var.,inerme,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes lacustre,Ribes lacustre,1,Y,Y,,Y,G5,N5,,28,7,21,4,3,1,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Ribes laxiflorum,Ribes laxiflorum,1,Y,Y,,Y,G5,N5,,7,0,7,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Ribes lobbii,Ribes lobbii,1,Y,Y,Y,Y,G4,N5,,10,3,7,3,3,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Ribes oxyacanthoides,Ribes oxyacanthoides,1,Y,Y,Y,N,G5,N5,,9,1,8,2,0,2,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Progenitor,1A
Ribes oxyacanthoides subsp. cognatum,Ribes oxyacanthoides,1,Y,Y,Y,Y,T4,N1,,9,1,8,0,0,0,"Currant, Gooseberry",Ribes,subsp.,cognatum,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes oxyacanthoides subsp. irriguum,Ribes oxyacanthoides,1,Y,Y,Y,Y,T4,N3,,9,1,8,0,0,0,"Currant, Gooseberry",Ribes,subsp.,irriguum,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes oxyacanthoides var. oxyacanthoides,Ribes oxyacanthoides,1,Y,Y,Y,Y,T5,N5,,9,1,8,2,0,2,"Currant, Gooseberry",Ribes,var.,oxyacanthoides,fruit,Y,Food,,NA,Fruits,,,NA,Progenitor,1A
Ribes oxyacanthoides var. setosum,Ribes oxyacanthoides,1,Y,Y,Y,Y,T4,N2,,9,1,8,0,0,0,"Currant, Gooseberry",Ribes,var.,setosum,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes sanguineum,Ribes sanguineum,1,Y,Y,Y,N,G5,N5,,73,43,30,2,2,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes sanguineum var. sanguineum,Ribes sanguineum,1,Y,Y,Y,Y,T5,N5,,73,43,30,2,2,0,"Currant, Gooseberry",Ribes,var.,sanguineum,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Ribes triste,Ribes triste,1,Y,Y,,Y,G5,N5,,17,2,15,2,2,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Ribes uva-crispa,Ribes uva-crispa,1,Y,Y,,Y,NA,NA,,149,5,144,6,0,6,"Currant, Gooseberry",Ribes,NA,NA,fruit,N,Food,,NA,Fruits,,,NA,Progenitor,1A
Ribes viscosissimum,Ribes viscosissimum,1,Y,Y,,Y,G5,N5,,18,0,18,0,0,0,"Currant, Gooseberry",Ribes,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rorippa aquatica,Rorippa aquatica,2,N,Y,,Y,G4,N3,,0,0,0,0,0,0,Horseradish,Rorippa,NA,NA,horseradish; condiment,Y,Food,,NA,Herbs and Spices,,,NA,NA,NA
Rosa acicularis,Rosa acicularis,2,Y,Y,Y,N,G5,N5,,24,13,11,3,3,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa acicularis subsp. sayi,Rosa acicularis,2,Y,Y,Y,Y,T5,N5,,24,13,11,3,3,0,Rose,Rosa,subsp.,sayi,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa arkansana,Rosa arkansana,2,Y,Y,Y,N,G5,N5,,7,2,5,2,1,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa arkansana var. arkansana,Rosa arkansana,2,Y,Y,Y,Y,T4,NNR,,7,2,5,2,1,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa blanda,Rosa blanda,2,Y,Y,,Y,G5,N5,,20,16,4,11,10,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa carolina,Rosa carolina,2,Y,Y,,Y,G5,N5,,13,2,11,1,0,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa gymnocarpa,Rosa gymnocarpa,2,Y,Y,Y,N,G5,N5,,11,7,4,4,4,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa gymnocarpa var. gymnocarpa,Rosa gymnocarpa,2,Y,Y,Y,Y,T5,N5,,11,7,4,4,4,0,Rose,Rosa,var.,gymnocarpa,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa nitida,Rosa nitida,2,Y,Y,,Y,G5,N5,,3,3,0,0,0,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa nutkana,Rosa nutkana,2,Y,Y,N,N,G5,N5,,29,21,8,9,9,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa nutkana subsp. macdougalii,Rosa nutkana,2,Y,Y,N,Y,T5,N5,,29,21,8,NA,NA,NA,Rose,Rosa,subsp.,macdougalii,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa nutkana subsp. nutkana,Rosa nutkana,2,Y,Y,N,Y,T5,N5,,29,21,8,NA,NA,NA,Rose,Rosa,subsp.,nutkana,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa palustris,Rosa palustris,2,Y,Y,,Y,G5,N5,,36,14,22,5,5,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa pisocarpa,Rosa pisocarpa,2,Y,Y,,Y,G5,N4,,12,8,4,5,4,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa setigera,Rosa setigera,2,Y,Y,,Y,G5,N2,SC - Special Concern (SC) / Préoccupante (P),33,25,8,22,22,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa virginiana,Rosa virginiana,2,Y,Y,Y,N,G5,N5,,9,6,3,1,1,0,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa virginiana subsp. virginiana,Rosa virginiana,2,Y,Y,Y,Y,T5,NNR,,9,6,3,1,1,0,Rose,Rosa,var.,virginiana,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa woodsii,Rosa woodsii,2,Y,Y,N,N,G5,N5,,121,7,114,1,0,1,Rose,Rosa,NA,NA,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa woodsii subsp. ultramontana,Rosa woodsii,2,Y,Y,N,Y,T5,N5,,121,7,114,NA,NA,NA,Rose,Rosa,subsp.,ultramontana,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rosa woodsii subsp. woodsii,Rosa woodsii,2,Y,Y,N,Y,T5,N5,,121,7,114,NA,NA,NA,Rose,Rosa,subsp.,woodsii,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,NA,2
Rubus allegheniensis,Rubus allegheniensis,1,Y,Y,,Y,G5,N5,,43,4,39,3,3,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus arcticus,Rubus arcticus,1,Y,Y,Y,N,G5,N5,,28,11,17,3,3,0,"Blackberry, Raspberry",Rubus,NA,NA,Nagoonberry; fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Rubus arcticus subsp. acaulis,Rubus arcticus,1,Y,Y,Y,Y,T5,N5,,28,11,17,3,3,0,"Blackberry, Raspberry",Rubus,subsp.,acaulis,Nagoonberry,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus arcticus subsp. arcticus,Rubus arcticus,1,Y,Y,Y,Y,NA,NA,,28,11,17,0,0,0,"Blackberry, Raspberry",Rubus,subsp.,arcticus,Nagoonberry,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus arcticus subsp. stellatus,Rubus arcticus,1,Y,Y,Y,Y,T4,N4,,28,11,17,0,0,0,"Blackberry, Raspberry",Rubus,subsp.,stellatus,Nagoonberry,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus canadensis,Rubus canadensis,1,Y,Y,,Y,G5,N5,,29,6,23,9,6,3,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus chamaemorus,Rubus chamaemorus,1,Y,Y,,Y,G5,N5,,31,2,29,4,2,2,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary,1C
Rubus flagellaris,Rubus flagellaris,1,Y,Y,,Y,G5,NNR,,14,1,13,1,1,0,"Blackberry, Raspberry",Rubus,NA,NA,Northern dewberry,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Rubus idaeus,Rubus idaeus,1,Y,Y,Y,N,G5,N5,,659,38,621,46,11,35,"Blackberry, Raspberry",Rubus,NA,NA,"fruit, shoots, leaves for tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus idaeus subsp. idaeus,Rubus idaeus,1,Y,Y,Y,Y,T5,NNA,,659,38,621,35,0,35,"Blackberry, Raspberry",Rubus,subsp.,idaeus,"fruit, shoots, leaves for tea",N,Food,,NA,Fruits,,,NA,Primary,1A
Rubus idaeus subsp. strigosus,Rubus idaeus,1,Y,Y,Y,Y,T5,N5,,659,38,621,11,11,0,"Blackberry, Raspberry",Rubus,subsp.,strigosus,"fruit, shoots, leaves for tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus lasiococcus,Rubus lasiococcus,1,Y,Y,,Y,G5,N3,,10,0,10,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus leucodermis,Rubus leucodermis,1,Y,Y,,Y,G5,N5,,58,1,57,3,0,3,"Blackberry, Raspberry",Rubus,NA,NA,"fruit, shoots",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus nivalis,Rubus nivalis,1,Y,Y,,Y,G4,N3,,2,0,2,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus nutkanus,Rubus nutkanus,1,Y,Y,,Y,G5,N5,,45,0,45,2,0,2,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Rubus occidentalis,Rubus occidentalis,1,Y,Y,,Y,G5,N5,,241,3,238,4,2,2,"Blackberry, Raspberry",Rubus,NA,NA,"fruit, greens, shoots]",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus odoratus,Rubus odoratus,1,Y,Y,,Y,G5,N5,,37,22,15,7,7,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Secondary,1B
Rubus paracaulis,Rubus paracaulis,1,Y,Y,,Y,GNA,NNA,,0,0,0,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus pedatus,Rubus pedatus,1,Y,Y,,Y,G5,N5,,23,7,16,4,4,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus pensilvanicus,Rubus pensilvanicus,1,Y,Y,,Y,G5,NNR,,4,0,4,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus recurvicaulis,Rubus recurvicaulis,1,Y,Y,,Y,NA,NA,,0,0,0,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus setosus,Rubus setosus,1,Y,Y,,Y,NA,NA,,2,0,2,2,0,2,"Blackberry, Raspberry",Rubus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C
Rubus spectabilis,Rubus spectabilis,1,Y,Y,,Y,G5,N5,,81,15,66,9,0,9,"Blackberry, Raspberry",Rubus,NA,NA,"fruit, shoots",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rubus ursinus,Rubus ursinus,1,Y,Y,,Y,G5,N5,,85,0,85,0,0,0,"Blackberry, Raspberry",Rubus,NA,NA,"fruit, leaves as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A
Rumex occidentalis,Rumex occidentalis,NA,N,Y,,Y,T5,N5,,0,0,0,0,0,0,Dock,Rumex,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sagittaria latifolia,Sagittaria latifolia,NA,N,Y,,Y,G5,N5,,10,8,2,2,2,0,Arrowshead,Sagittaria,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Salix arctica,Salix arctica,2,Y,Y,,Y,G5,NNR,,3,3,0,1,1,0,Willow,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix arctophila,Salix arctophila,2,Y,Y,,Y,G5,N5,,3,3,0,0,0,0,Willow,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix barclayi,Salix barclayi,2,Y,Y,,Y,G5,N5,,1,1,0,1,1,0,Willow,Salix,NA,NA,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix discolor,Salix discolor,2,Y,N,,Y,G5,N5,,49,16,33,26,5,21,Willow,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Salix exigua,Salix exigua,2,Y,Y,,Y,G5,NNR,,7,0,7,0,0,0,Willow,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix lucida,Salix lucida,2,Y,Y,,Y,G5,N5,,13,13,0,13,13,0,Willow,Salix,NA,NA,,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix nigra,Salix discolor,2,Y,N,,Y,G5,N4,,49,16,33,12,1,11,Willow,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Salix pellita,Salix discolor,2,Y,N,,Y,G5,N5,,49,16,33,1,0,1,Willow,Salix,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2
Salix planifolia,Salix planifolia,2,Y,Y,,Y,G5,N5,,4,4,0,2,2,0,Willow,Salix,NA,NA,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix pulchra,Salix pulchra,2,Y,Y,,Y,T5,N5,,0,0,0,0,0,0,Willow,Salix,NA,NA,"buds, leaves, shoots",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix reticulata,Salix reticulata,2,Y,Y,,Y,G5,N5,,0,0,0,0,0,0,Willow,Salix,NA,NA,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix richardsonii,Salix richardsonii,2,Y,Y,,Y,G5,N5,,0,0,0,0,0,0,Willow,Salix,NA,NA,"buds, leaves",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2
Salix scouleriana,Salix scouleriana,2,Y,Y,,Y,G5,N5,,2,2,0,1,1,0,Willow,Salix,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,2
Salix sitchensis,Salix sitchensis,2,Y,Y,,Y,G5,N5,,4,3,1,2,2,0,Willow,Salix,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,2
Sambucus canadensis,Sambucus canadensis,2,Y,Y,,Y,G5,NNR,,122,55,67,21,5,16,Elderberry,Sambucus,NA,NA,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2
Sambucus cerulea,Sambucus cerulea,2,Y,Y,,Y,T5,N5,,0,0,0,0,0,0,Elderberry,Sambucus,NA,NA,"fruit, flowers (as WUS not as CWR, CWR assigned for ornamental value)",Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2
Sambucus racemosa,Sambucus racemosa,2,Y,Y,,Y,G5,N5,,54,9,45,14,0,14,Elderberry,Sambucus,NA,NA,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2
Sanicula marilandica,Sanicula marilandica,NA,N,Y,,Y,G5,N5,,1,1,0,1,1,0,Sanicula,Sanicula,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA
Schizachyrium scoparium,Schizachyrium scoparium,2,Y,N,Y,N,G5,N5,,173,23,150,3,3,0,Bluestem,Schizachyrium,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Schizachyrium scoparium subsp. scoparium,Schizachyrium scoparium,2,Y,N,Y,Y,NA,NA,,173,23,150,3,3,0,Bluestem,Schizachyrium,subsp.,scoparium,,Y,Food,,NA,Forage and Feed,,,NA,NA,2
Schoenoplectus acutus,Schoenoplectus acutus,NA,N,Y,Y,N,G5,N5,,20,2,18,0,0,0,Tule,Schoenoplectus,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Schoenoplectus acutus var. acutus,Schoenoplectus acutus,NA,N,Y,Y,Y,T5,N5,,20,2,18,0,0,0,Tule,Schoenoplectus,var.,acutus,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Schoenoplectus acutus var. occidentalis,Schoenoplectus acutus,NA,N,Y,,Y,T4,NNR,,20,2,18,0,0,0,Tule,Schoenoplectus,var.,occidentalis,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sedum divergens,Sedum divergens,NA,N,Y,,Y,G5,N5,,4,4,0,1,1,0,Sedum,Sedum,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sedum oreganum,Sedum oreganum,NA,N,Y,N,N,G5,N5,,10,10,0,0,0,0,Sedum,Sedum,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sedum oreganum subsp. oreganum,Sedum oreganum,NA,N,Y,N,Y,TNR,NNR,,10,10,0,NA,NA,NA,Sedum,Sedum,subsp.,oreganum,,Y,Food,,NA,Vegetables,,,NA,NA,NA
Sedum oreganum subsp. tenue,Sedum oreganum,NA,N,Y,N,Y,TNR,NNR,,10,10,0,NA,NA,NA,Sedum,Sedum,subsp.,tenue,,Y,Food,,NA,Vegetables,,,NA,NA,NA
