TAXON_INFRA,TAXON,SPECIES,TIER,CWR,WUS,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,Canada_PGR_accessions_sp,NPGS_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,Canada_PGR_accessions_w_finest_taxon_res,NPGS_accessions_w_finest_taxon_res,SOURCE_OF_TAXON,WUS_SOURCE,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,GENETIC_RELATIONSHIP_NOTES,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION
Rubus recurvicaulis,Rubus recurvicaulis,Rubus recurvicaulis,1,Y,Y,,Y,NA,NA,,0,0,0,0,0,0,0,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,"Blackberry, Raspberry",,Rubus,NA,NA,Rubus ◊recurvicaulis Blanchard,,,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C,,,,,,,,,,,NA,NA
Rubus setosus,Rubus setosus,Rubus setosus,1,Y,Y,,Y,NA,NA,,0,0,2,0,2,0,0,2,0,2,Davidson 1995,Kuhnlein and Turner 2020,"Blackberry, Raspberry",,Rubus,NA,NA,Rubus ◊setosus Bigelow,,,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant,1C,,,,,,,,,,,NA,NA
Rubus spectabilis,Rubus spectabilis,Rubus spectabilis,1,Y,Y,,Y,G5,N5,,24,15,66,9,57,9,0,9,9,0,GRIN-Global 2021,Kuhnlein and Turner 2020,"Blackberry, Raspberry",,Rubus,NA,NA,Rubus spectabilis Pursh,,,"fruit, shoots",Y,Food,,NA,Fruits,,,NA,Primary,1A,,,,,,,Crop Quality (AG),,,,"AK(SNR), CA(SNR), ID(S3), OR(SNR), WA(SNR), WV(SNR)",BC(S5)
Rubus ursinus,Rubus ursinus,Rubus ursinus,1,Y,Y,,Y,G5,N5,,0,0,85,0,85,0,0,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,"Blackberry, Raspberry",,Rubus,NA,NA,Rubus ursinus Cham. & Schltdl.,,,"fruit, leaves as tea",Y,Food,,NA,Fruits,,,NA,Primary,1A,,,,,,,Crop Quality (AG),,,Early Maturity (P),"CA(SNR), ID(SNR), MT(SNR), OR(SNR), WA(SNR)",BC(SNR)
Rumex occidentalis,Rumex occidentalis,Rumex occidentalis,NA,N,Y,,Y,T5,N5,,0,0,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Dock,,Rumex,NA,NA,Rumex occidentalis (Michx.) S.Watson,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), MA(SNR), ME(SNR), MI(S1), MT(SNR), ND(SNR), NM(SNR), NV(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), VT(SH), WA(SNR), WY(S3)","AB(S5), BC(S5), LB(S2S3), MB(S4S5), NB(S2S3), NF(S2S3), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)"
Sagittaria latifolia,Sagittaria latifolia,Sagittaria latifolia,NA,N,Y,,Y,G5,N5,,8,8,2,0,2,2,2,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Arrowshead,,Sagittaria,NA,NA,Sagittaria latifolia Willd.,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AL(SNR), AR(SNR), AZ(S1), CA(SNR), CO(SNR), CT(S5), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), HI(SNA), IA(S4), ID(SNR), IL(S4S5), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4?), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), OR(S4), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S1)","AB(S3), BC(S5), MB(S4S5), NB(S5), NF(S2S3), NS(S5), ON(S5), PE(S4), QC(S5?), SK(S4)"
Salix arctica,Salix arctica,Salix arctica,2,Y,Y,,Y,G5,NNR,,3,3,0,0,0,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix arctica Pall.,,,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S4)","AB(SNR), BC(SNR), LB(SNR), MB(SNR), NF(SNR), NT(SNR), NU(SNR), ON(SNR), QC(SNR), SK(SNR)"
Salix arctophila,Salix arctophila,Salix arctophila,2,Y,Y,,Y,G5,N5,,3,3,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix arctophila Cockerell ex A.Heller,,,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), ME(S1)","LB(S5), MB(S3S4), NF(S3), NT(SNR), NU(SU), ON(S4), QC(S5?), SK(S2), YT(S3)"
Salix barclayi,Salix barclayi,Salix barclayi,2,Y,Y,,Y,G5,N5,,1,1,0,0,0,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix barclayi Andersson,,,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), ID(SNR), MT(S4), OR(SNR), WA(SNR), WY(S2)","AB(S3), BC(S5), NT(SNR), YT(S5)"
Salix discolor,Salix discolor,Salix discolor,2,Y,N,,Y,G5,N5,,49,16,33,33,0,26,5,21,21,0,CANADENSYS 2021,,Willow,,Salix,NA,NA,Salix discolor Muhl.,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"CO(S1), CT(SNR), DE(SU), GS(SNR), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KY(SH), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MO(S1), MT(S3S4), NC(SNA), ND(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(S5), RI(SNR), SD(SNR), TN(SNR), TV(SNR), VA(S1), VT(SNR), WI(SNR), WV(S2), WY(S2)","AB(S5), BC(S5), LB(S3S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S4)"
Salix exigua,Salix exigua,Salix exigua,2,Y,Y,,Y,G5,NNR,,0,0,7,0,7,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix exigua Nutt.,,,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S1S2), DC(SX), DE(SNR), IA(S5), ID(SNR), IL(S5), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(SNR)","AB(SNR), BC(SNR), MB(SNR), NT(SNR), QC(SNR), SK(SNR), YT(SNR)"
Salix lucida,Salix lucida,Salix lucida,2,Y,Y,,Y,G5,N5,,13,13,0,0,0,13,13,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix lucida Muhl.,,,,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SU), IA(S1), ID(SNR), IL(S2S3), IN(SNR), KS(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(S1), UT(SNR), VA(SNA), VT(SNR), WA(SNR), WI(SNR), WV(S1), WY(SNR)","AB(SNR), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), ON(SNR), PE(SNR), QC(S5?), SK(SNR), YT(SNR)"
Salix nigra,Salix nigra,Salix discolor,2,Y,N,,Y,G5,N4,,49,16,33,33,0,12,1,11,11,0,CANADENSYS 2021,,Willow,,Salix,NA,NA,Salix nigra Marshall,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AL(S5), AR(SNR), CO(S1), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P3?), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S4S5), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S3), ON(S4), QC(S4)"
Salix pellita,Salix pellita,Salix discolor,2,Y,N,,Y,G5,N5,,49,16,33,33,0,1,0,1,1,0,CANADENSYS 2021,,Willow,,Salix,NA,NA,Salix pellita Andersson,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"ME(SNR), MI(S2), MN(S2), NH(S1), VT(S1), WI(S1)","LB(S4), MB(S3S4), NB(S4S5), NF(S4), NS(S2S3), NU(SU), ON(S5), QC(S5?), SK(S4)"
Salix planifolia,Salix planifolia,Salix planifolia,2,Y,Y,,Y,G5,N5,,4,4,0,0,0,2,2,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix planifolia Pursh,,,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), LA(SNR), ME(S1), MI(S1), MN(SNR), MT(S4), NH(SNR), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), VT(S1), WA(SNR), WI(SNR), WY(S4)","AB(S5), BC(SNR), LB(S5), MB(SNR), NF(S3S4), NT(SNR), NU(SNR), ON(SNR), QC(S5?), SK(S4), YT(S5)"
Salix pulchra,Salix pulchra,Salix pulchra,2,Y,Y,,Y,T5,N5,,0,0,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix pulchra Cham.,,,"buds, leaves, shoots",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,AK(SNR),"BC(S5), NT(SNR), NU(SU), YT(S5)"
Salix reticulata,Salix reticulata,Salix reticulata,2,Y,Y,,Y,G5,N5,,0,0,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix reticulata L.,,,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S2), BC(S5), LB(S2S4), MB(S3), NF(S3), NT(SNR), NU(SU), ON(S4), QC(S4), SK(S2), YT(S5)"
Salix richardsonii,Salix richardsonii,Salix richardsonii,2,Y,Y,,Y,G5,N5,,0,0,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix richardsonii Hook.,,,"buds, leaves",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,2,,,,,,,,,,,AK(SNR),"BC(S5), MB(S1), NT(SNR), NU(SU), YT(S5)"
Salix scouleriana,Salix scouleriana,Salix scouleriana,2,Y,Y,,Y,G5,N5,,2,2,0,0,0,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix scouleriana Barratt,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NV(SNR), OR(S5), SD(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S5), BC(S5), MB(S4), NT(SNR), SK(S4), YT(S5)"
Salix sitchensis,Salix sitchensis,Salix sitchensis,2,Y,Y,,Y,G5,N5,,3,3,1,0,1,2,2,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Willow,,Salix,NA,NA,Salix sitchensis Sanson ex Bong.,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(SNR), ID(SNR), MT(S4), NV(SNR), OR(S5), WA(SNR)","AB(S2), BC(S5)"
Sambucus canadensis,Sambucus canadensis,Sambucus canadensis,2,Y,Y,,Y,G5,NNR,,75,55,67,20,47,21,5,16,16,0,Davidson 1995,Kuhnlein and Turner 2020,Elderberry,,Sambucus,NA,NA,Sambucus canadensis L.,,,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(SNR), CO(SNA), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNA), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR), WY(SNA)","NB(SNR), NS(SNR), ON(SNR), PE(SNR), QC(SNR)"
Sambucus cerulea,Sambucus cerulea,Sambucus cerulea,2,Y,Y,,Y,T5,N5,,0,0,0,0,0,0,0,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,Elderberry,,Sambucus,NA,NA,Sambucus cerulea Raf.,,,"fruit, flowers (as WUS not as CWR, CWR assigned for ornamental value)",Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4), NM(SNR), NV(SNR), OR(SNR), TX(S1), UT(SNR), WA(SNR), WY(S1)",BC(S5)
Sambucus racemosa,Sambucus racemosa,Sambucus racemosa,2,Y,Y,,Y,G5,N5,,23,9,45,14,31,14,0,14,14,0,Davidson 1995,Kuhnlein and Turner 2020,Elderberry,,Sambucus,NA,NA,Sambucus racemosa L.,,,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GA(S1), IA(S3), ID(SNR), IL(S1), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S4S5), NC(S3), ND(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S4S5), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S3)","AB(S4), BC(S5), LB(S1), MB(S4), NB(S5), NF(S4), NS(S5), ON(S5), PE(S5), QC(SNR), SK(S2), YT(S3)"
Sanicula marilandica,Sanicula marilandica,Sanicula marilandica,NA,N,Y,,Y,G5,N5,,1,1,0,0,0,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sanicula,,Sanicula,NA,NA,Sanicula marilandica L.,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"AL(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S1), FL(SNR), GA(SNR), GS(P4), IA(S4), ID(S3), IL(SNR), IN(SNR), KS(SNR), KY(S2S3), LA(SH), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MS(SNR), MT(S4), NC(S4?), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WA(S3), WI(SNR), WV(S4), WY(S3)","AB(S4S5), BC(S5), MB(S5), NB(S4S5), NF(S3S4), NS(S4), ON(S5), PE(S3), QC(S5), SK(S4)"
Schizachyrium scoparium subsp. scoparium,Schizachyrium scoparium,Schizachyrium scoparium,2,Y,N,Y,N,G5,N5,,24,23,150,1,149,3,3,0,0,0,Davidson 1995,,Bluestem,,Schizachyrium,NA,NA,Schizachyrium scoparium (Michx.) Nash,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), HI(SNA), IA(S4), ID(SNR), IL(S4S5), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4S5), NC(S5), ND(S4), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(SNR)","AB(S3), BC(S4), MB(SNR), NB(SNR), NS(SNA), ON(S4), QC(SNR), SK(S4)"
Schizachyrium scoparium subsp. scoparium,Schizachyrium scoparium subsp. scoparium,Schizachyrium scoparium,2,Y,N,Y,Y,NA,NA,,24,23,150,1,149,3,3,0,0,0,Davidson 1995,,Bluestem,,Schizachyrium,subsp.,scoparium,Schizachyrium scoparium subsp. scoparium,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,NA,NA
Schoenoplectus acutus,Schoenoplectus acutus,Schoenoplectus acutus,NA,N,Y,Y,N,G5,N5,,2,2,18,0,18,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Tule,,Schoenoplectus,NA,NA,Schoenoplectus acutus (Muhl. ex Bigelow) √Å.L√∂ve & D.L√∂ve,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S2), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SU), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S4S5), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(S2), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S3)","AB(S5?), BC(S5), MB(S4), NB(S4S5), NF(S3), NS(S4), NT(S4S5), ON(S5), PE(S4), QC(SNR), SK(SNR), YT(S3)"
Schoenoplectus acutus var. acutus,Schoenoplectus acutus var. acutus,Schoenoplectus acutus,NA,N,Y,Y,Y,T5,N5,,2,2,18,0,18,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Tule,,Schoenoplectus,var.,acutus,Schoenoplectus acutus var. acutus,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AL(SNR), AR(S1), CO(SNR), CT(SNR), GA(SNR), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KS(SNR), KY(SNR), MA(S2S3), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SH), ND(SNR), NE(SNR), NH(SNR), NJ(S3), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S2)","AB(S5?), BC(SNR), MB(S4), NB(S4S5), NF(S3), NS(S4), NT(S4S5), ON(S5), PE(S4), QC(S4), SK(S4), YT(S3)"
Schoenoplectus acutus var. occidentalis,Schoenoplectus acutus var. occidentalis,Schoenoplectus acutus,NA,N,Y,,Y,T4,NNR,,2,2,18,0,18,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Tule,,Schoenoplectus,var.,occidentalis,Schoenoplectus acutus var. occidentalis (S.Watson) S.G.Sm.,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S3)",BC(SNR)
Sedum divergens,Sedum divergens,Sedum divergens,NA,N,Y,,Y,G5,N5,,4,4,0,0,0,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,NA,NA,Sedum divergens S.Watson,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(S1), CA(S2), OR(SNR), WA(SNR)","AB(S2), BC(S5)"
Sedum oreganum,Sedum oreganum,Sedum oreganum,NA,N,Y,N,N,G5,N5,,10,10,0,0,0,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,NA,NA,Sedum oreganum Nutt. ex Torr. & A.Gray,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(S1S2), CA(SNR), OR(SNR), WA(SNR)",BC(S5)
Sedum oreganum subsp. oreganum,Sedum oreganum subsp. oreganum,Sedum oreganum,NA,N,Y,N,Y,TNR,NNR,,10,10,0,0,0,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,subsp.,oreganum,Sedum oreganum subsp. oreganum,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), CA(SNR), OR(SNR), WA(SNR)",BC(S5)
Sedum oreganum subsp. tenue,Sedum oreganum subsp. tenue,Sedum oreganum,NA,N,Y,N,Y,TNR,NNR,,10,10,0,0,0,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,subsp.,tenue,Sedum oreganum subsp. tenue R.T.Clausen,Y,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"OR(SNR), WA(SNR)",BC(S5)
Sedum spathulifolium var. pruinosum,Sedum spathulifolium,Sedum spathulifolium,NA,N,Y,Y,N,G5,N5,,31,31,5,0,5,5,5,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,NA,NA,Sedum spathulifolium Hook.,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), OR(S4), WA(SNR)",BC(S5)
Sedum spathulifolium var. pruinosum,Sedum spathulifolium var. pruinosum,Sedum spathulifolium,NA,N,Y,Y,Y,T4,N5,,31,31,5,0,5,5,5,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedum,,Sedum,var.,pruinosum,Sedum spathulifolium var. pruinosum (Britton) B.Boivin,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), OR(SNR), WA(SNR)",BC(SNR)
Shepherdia argentea,Shepherdia argentea,Shepherdia argentea,NA,N,Y,,Y,G5,N4,,5,4,20,1,19,2,1,2,1,1,Davidson 1995,Kuhnlein and Turner 2020,Buffaloberry,,Shepherdia,NA,NA,Shepherdia argentea (Pursh) Nutt.,,,fruit,Y,Food,Food,NA,Fruits,,,NA,NA,NA,,,,,,,,,,,"AZ(S2), CA(SNR), CO(S2?), IA(S2), ID(SNR), KS(S1), MI(SNA), MN(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNA), OR(SNR), SD(SNR), UT(SNR), WI(SNR), WY(S3S4)","AB(S3), BC(SNA), MB(S3S4), ON(SNA), QC(SNA), SK(S4)"
Shepherdia canadensis,Shepherdia canadensis,Shepherdia canadensis,NA,N,Y,,Y,G5,N5,,25,25,1,0,1,15,15,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,Buffaloberry,,Shepherdia,NA,NA,Shepherdia canadensis (L.) Nutt.,,,fruit,Y,Food,Food,NA,Fruits,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), AZ(S4), CA(S1), CO(SNR), ID(SNR), IL(S1), IN(SX), ME(S1), MI(SNR), MN(S3), MT(S4S5), ND(SNR), NM(SNR), NV(SNR), NY(S4), OH(S3), OR(SNR), PA(S1), SD(SNR), UT(SNR), VT(S3), WA(SNR), WI(SNR), WY(S4S5)","AB(S5), BC(S5), LB(S1S3), MB(S5), NB(S2), NF(S4), NS(S2S3), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)"
Silphium integrifolium,Silphium integrifolium,Silphium integrifolium,1,Y,Y,Y,N,G5,NNA,,2,1,4,1,3,0,0,0,0,0,GRIN-Global 2021,,Rosinweed,,Silphium,NA,NA,Silphium integrifolium Michx.,,,potential as an oilseed crop (see Reinert 2019),N,Food,Medicinals,NA,Oils,Medicinals,,NA,Primary,1A,,,,,,,,,,,"AL(SNR), AR(SNR), CO(SH), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S3S4), LA(SNR), MI(S2), MN(SNA), MO(SNR), MS(SNR), NE(SNR), NM(SNR), OH(SNR), OK(SNR), SD(S1), TN(SNR), TV(SNR), TX(SNR), WI(SNR), WY(S1)",ON(SNA)
