"","TAXON","Verified","Pasted_NPGS","Pasted.PGRC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","TIER","GENEPOOL","CATEGORY","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","GENUS","SPECIES","RANK","INFRASPECIFC"
"500","Phalaris arundinacea","y","y",NA,"Canary Grass","N","Y","N","","Y","Food","",NA,"Forage and Feed","Restoration","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Phalaris","Phalaris arundinacea",NA,NA
"501","Philadelphus lewisii","y","y",NA,"Mock-orange","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Philadelphus","Philadelphus lewisii",NA,NA
"502","Philadelphus lewisii var. lewisii","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Philadelphus","Philadelphus lewisii","var.","lewisii"
"503","Phleum alpinum","y","y",NA,"Timothy","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Phleum","Phleum alpinum",NA,NA
"504","Physalis heterophylla","y","y",NA,"Tomatillo","Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,1,"Assume distant","1C","","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Physalis","Physalis heterophylla",NA,NA
"505","Physalis longifolia","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Physalis","Physalis longifolia",NA,NA
"506","Physalis longifolia var. subglabrata","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Physalis","Physalis longifolia","var.","subglabrata"
"507","Physalis virginiana","y","y",NA,"Tomatillo","Y","Y","Y","fruit","Y","Food","",NA,"Fruits","","",NA,1,"Assume distant","1C","","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Physalis","Physalis virginiana",NA,NA
"508","Physaria arctica","y","y",NA,"Lesquerella","Y","N","N","","Y","Food","",NA,"Oils","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Physaria","Physaria arctica",NA,NA
"509","Physaria douglasii","y","y",NA,"Lesquerella","N","N","N","","Y","Food","",NA,"Oils","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Physaria","Physaria douglasii",NA,NA
"510","Physaria douglasii subsp. douglasii","y","y",NA,"Lesquerella","Y","N","N","","Y","Food","",NA,"Oils","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Physaria","Physaria douglasii","subsp.","douglasii"
"511","Physaria spatulata","y","y",NA,"Lesquerella","Y","N","N","","Y","Food","",NA,"Oils","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Physaria","Physaria spatulata",NA,NA
"512","Picea engelmannii","y","y",NA,"Spruce","Y","Y","Y","gum, needles, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea","Picea engelmannii",NA,NA
"513","Picea engelmannii var. engelmannii","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Picea","Picea engelmannii","var.","engelmannii"
"514","Picea glauca","y","y",NA,"Spruce","Y","Y","Y","gum, tea, sap","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea","Picea glauca",NA,NA
"515","Picea mariana","y","y",NA,"Spruce","Y","Y","Y","needles, gum, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea","Picea mariana",NA,NA
"516","Picea rubens","y","y",NA,"Spruce","Y","Y","Y","needles, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea","Picea rubens",NA,NA
"517","Picea sitchensis","y","y",NA,"Spruce","Y","Y","Y","gum, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Picea","Picea sitchensis",NA,NA
"518","Pinus albicaulis","y","y",NA,"Pine","Y","Y","Y","seeds, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus albicaulis",NA,NA
"519","Pinus banksiana","y","y",NA,"Pine","Y","Y","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Pinus","Pinus banksiana",NA,NA
"520","Pinus contorta","y","y",NA,"Pine","N","Y","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus contorta",NA,NA
"521","Pinus contorta var. contorta","y","y",NA,"Pine","Y","Y","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus contorta","var.","contorta"
"522","Pinus contorta var. latifolia","y","y",NA,"Pine","Y","Y","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus contorta","var.","latifolia"
"523","Pinus contorta var. yukonensis","y","y",NA,"Pine","Y","Y","Y","seeds, inner bark, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus contorta","var.","yukonensis"
"524","Pinus flexilis","y","y",NA,"Pine","Y","Y","N","","Y","Forest Resources","Ornamentals",NA,"Forest Resources","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Pinus","Pinus flexilis",NA,NA
"525","Pinus monticola","y","y",NA,"Pine","Y","Y","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Pinus","Pinus monticola",NA,NA
"526","Pinus ponderosa","y","y",NA,"Pine","N","Y","Y","needles, seeds, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus ponderosa",NA,NA
"527","Pinus ponderosa var. ponderosa","y","y",NA,"Pine","Y","Y","Y","needles, seeds, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus ponderosa","var.","ponderosa"
"528","Pinus ponderosa var. scopulorum","y","y",NA,"Pine","Y","Y","Y","needles, seeds, inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus ponderosa","var.","scopulorum"
"529","Pinus resinosa","y","y",NA,"Pine","Y","Y","N","","Y","Forest Resources","Ornamentals",NA,"Forest Resources","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Pinus","Pinus resinosa",NA,NA
"530","Pinus rigida","y","y",NA,"Pine","Y","Y","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Pinus","Pinus rigida",NA,NA
"531","Pinus strobus","y","y",NA,"Pine","Y","Y","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus","Pinus strobus",NA,NA
"532","Plantago maritima","y","y",NA,"Plantago","Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Plantago","Plantago maritima",NA,NA
"533","Poa abbreviata","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa abbreviata",NA,NA
"534","Poa abbreviata subsp. abbreviata","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa abbreviata","subsp.","abbreviata"
"535","Poa abbreviata subsp. pattersonii","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa abbreviata","subsp.","pattersonii"
"536","Poa alpina","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa alpina",NA,NA
"537","Poa alpina subsp. alpina","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa alpina","subsp.","alpina"
"538","Poa alpina subsp. vivipara","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa alpina","subsp.","vivipara"
"539","Poa alsodes","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa alsodes",NA,NA
"540","Poa arctica","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa arctica",NA,NA
"541","Poa arctica subsp. arctica","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa arctica","subsp.","arctica"
"542","Poa arctica subsp. lanata","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa arctica","subsp.","lanata"
"543","Poa arctica subsp. caespitans","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa arctica","subsp.","caespitans"
"544","Poa arida","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa arida",NA,NA
"545","Poa confinis","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa confinis",NA,NA
"546","Poa cusickii","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa cusickii",NA,NA
"547","Poa cusickii subsp. pallida","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa cusickii","subsp.","pallida"
"548","Poa cusickii subsp. purpurascens","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa cusickii","subsp.","purpurascens"
"549","Poa gaspensis","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa gaspensis",NA,NA
"550","Poa glauca","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa glauca",NA,NA
"551","Poa glauca subsp. glauca","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa glauca","subsp.","glauca"
"552","Poa glauca subsp. rupicola","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa glauca","subsp.","rupicola"
"553","Poa hartzii","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa hartzii",NA,NA
"554","Poa hartzii subsp. hartzii","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa hartzii","subsp.","hartzii"
"555","Poa hartzii subsp. vrangelica","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa hartzii","subsp.","vrangelica"
"556","Poa howellii","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa howellii",NA,NA
"557","Poa humilis","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa humilis",NA,NA
"558","Poa juncifolia","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa juncifolia",NA,NA
"559","Poa leptocoma","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa leptocoma",NA,NA
"560","Poa lettermanii","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa lettermanii",NA,NA
"561","Poa macrantha","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa macrantha",NA,NA
"562","Poa marcida","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa marcida",NA,NA
"563","Poa nemoralis","y","y",NA,"Bluegrass","Y","Y","N","","N","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa nemoralis",NA,NA
"564","Poa palustris","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa palustris",NA,NA
"565","Poa pratensis","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa pratensis",NA,NA
"566","Poa pratensis subsp. agassizensis","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa pratensis","subsp.","agassizensis"
"567","Poa pratensis subsp. pratensis","y","y",NA,"Bluegrass","Y","Y","N","","N","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa pratensis","subsp.","pratensis"
"568","Poa pratensis subsp. alpigena","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa pratensis","subsp.","alpigena"
"569","Poa pratensis subsp. angustifolia","y","y",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Poa","Poa pratensis","subsp.","angustifolia"
"570","Poa saltuensis","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa saltuensis",NA,NA
"571","Poa secunda","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa secunda",NA,NA
"572","Poa secunda subsp. secunda","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa secunda","subsp.","secunda"
"573","Poa stenantha","y","y",NA,"Bluegrass","N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa stenantha",NA,NA
"574","Poa stenantha var. stenantha","y","y",NA,"Bluegrass","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa stenantha","var.","stenantha"
"575","Poa trivialis","y","y",NA,"Bluegrass","Y","Y","N","","N","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Poa","Poa trivialis",NA,NA
"576","Podophyllum peltatum","y","y",NA,"Mayapple","Y","N","Y","Mayapple; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Podophyllum","Podophyllum peltatum",NA,NA
"577","Populus angustifolia","y","y",NA,"Poplar","Y","Y","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Populus","Populus angustifolia",NA,NA
"578","Populus balsamifera","y","y",NA,"Poplar","Y","Y","Y","inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus balsamifera",NA,NA
"579","Populus deltoides","y","y",NA,"Poplar","N","Y","Y","buds, fruit","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus deltoides",NA,NA
"580","Populus deltoides subsp. deltoides","y","y",NA,"Poplar","Y","Y","Y","buds, fruit","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus deltoides","subsp.","deltoides"
"581","Populus deltoides subsp. monilifera","y","y",NA,"Poplar","Y","Y","Y","buds, fruit","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus deltoides","subsp.","monilifera"
"582","Populus grandidentata","y","y",NA,"Poplar","Y","Y","Y","inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus grandidentata",NA,NA
"583","Populus tremuloides","y","y",NA,"Poplar","Y","Y","Y","bark, tea","Y","Forest Resources","Medicinals",NA,"Forest Resources","Medicinals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus tremuloides",NA,NA
"584","Populus trichocarpa","y","y",NA,"Poplar","Y","Y","Y","inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus","Populus trichocarpa",NA,NA
"585","Prunella vulgaris","y","y",NA,"Heal-All","Y","N","Y","flowers and leaves as tea","Y","Medicinals","",NA,"Medicinals","","",NA,2,NA,"2","","","","","","","","","","","GRIN-Global 2021","","Kuhnlein and Turner 2020","Prunella","Prunella vulgaris",NA,NA
"586","Prunella vulgaris subsp. lanceolata","y","y",NA,"Heal-All","Y","N","Y","flowers and leaves as tea","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","GRIN-Global 2021","","Kuhnlein and Turner 2020","Prunella","Prunella vulgaris","subsp.","lanceolata"
"587","Prunella vulgaris subsp. vulgaris","y","y",NA,"Heal-All","Y","N","Y","flowers and leaves as tea","N","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","GRIN-Global 2021","","Kuhnlein and Turner 2020","Prunella","Prunella vulgaris","subsp.","vulgaris"
